"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","1900-1959","SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",1
"2","1900-1959","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",10
"3","1900-1959","American Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"4","1900-1959","SkyWest Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"5","1900-1959","Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",2
"6","1900-1959","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"7","1900-1959","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",8
"8","1900-1959","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",2
"9","1900-1959","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",4
"10","1900-1959","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",4
"11","1900-1959","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",1
"12","1900-1959","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",7
"13","1900-1959","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",108
"14","1900-1959","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",24
"15","1900-1959","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"16","1900-1959","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",16
"17","1900-1959","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",30
"18","1900-1959","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"19","1900-1959","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"20","1900-1959","Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",3
"21","1900-1959","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",5
"22","1900-1959","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"23","1900-1959","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"24","1900-1959","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",9
"25","1900-1959","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",5
"26","1900-1959","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",9
"27","1900-1959","ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",6
"28","1900-1959","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"29","1900-1959","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",105
"30","1900-1959","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",14
"31","1900-1959","Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",5
"32","1900-1959","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",10
