"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","2200-2259","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"2","2200-2259","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",108
"3","2200-2259","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",23
"4","2200-2259","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"5","2200-2259","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",35
"6","2200-2259","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"7","2200-2259","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"8","2200-2259","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"9","2200-2259","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",109
"10","2200-2259","Southwest Airlines Co.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"11","2200-2259","American Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",144
"12","2200-2259","Southwest Airlines Co.","Chicago, IL: Chicago Midway International","CANCELLED",81
"13","2200-2259","American Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",22
"14","2200-2259","ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",24
"15","2200-2259","SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",17
"16","2200-2259","Spirit Air Lines","Chicago, IL: Chicago O'Hare International","CANCELLED",9
"17","2200-2259","United Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",18
"18","2200-2259","Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",3
"19","2200-2259","Southwest Airlines Co.","Columbus, OH: Port Columbus International","CANCELLED",2
"20","2200-2259","Southwest Airlines Co.","Dallas, TX: Dallas Love Field","CANCELLED",16
"21","2200-2259","American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",77
"22","2200-2259","ExpressJet Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",65
"23","2200-2259","Spirit Air Lines","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",1
"24","2200-2259","Frontier Airlines Inc.","Denver, CO: Denver International","CANCELLED",11
"25","2200-2259","SkyWest Airlines Inc.","Denver, CO: Denver International","CANCELLED",60
"26","2200-2259","Southwest Airlines Co.","Denver, CO: Denver International","CANCELLED",58
"27","2200-2259","United Air Lines Inc.","Denver, CO: Denver International","CANCELLED",24
"28","2200-2259","Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",11
"29","2200-2259","ExpressJet Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",16
"30","2200-2259","SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",10
