"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","0900-0959","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",0,0
"2","0900-0959","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",0,0
"3","0900-0959","Delta Air Lines Inc.","Albany, NY: Albany International",62,15.5
"4","0900-0959","ExpressJet Airlines Inc.","Albany, NY: Albany International",728,13.4814814814815
"5","0900-0959","SkyWest Airlines Inc.","Albany, NY: Albany International",588,8.90909090909091
"6","0900-0959","Southwest Airlines Co.","Albany, NY: Albany International",246,2.1025641025641
"7","0900-0959","United Air Lines Inc.","Albany, NY: Albany International",188,8.95238095238095
"8","0900-0959","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"9","0900-0959","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1309,7.27222222222222
"10","0900-0959","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",2567,5.47334754797441
"11","0900-0959","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"12","0900-0959","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",145,7.25
"13","0900-0959","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",156,11.1428571428571
"14","0900-0959","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",11,3.66666666666667
"15","0900-0959","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",145,145
"16","0900-0959","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",943,24.1794871794872
"17","0900-0959","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",17,1.13333333333333
"18","0900-0959","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",789,2.83812949640288
"19","0900-0959","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",87,3
"20","0900-0959","Delta Air Lines Inc.","Appleton, WI: Appleton International",21,1.61538461538462
"21","0900-0959","SkyWest Airlines Inc.","Appleton, WI: Appleton International",0,0
"22","0900-0959","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",1027,34.2333333333333
"23","0900-0959","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",126,8.4
"24","0900-0959","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",0,0
"25","0900-0959","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",4889,11.4228971962617
