"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","2200-2259","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",71,23.6666666666667
"2","2200-2259","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",11,3.66666666666667
"3","2200-2259","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",69,69
"4","2200-2259","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",0,0
"5","2200-2259","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1077,6.05056179775281
"6","2200-2259","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",220,4.07407407407407
"7","2200-2259","United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",6,6
"8","2200-2259","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",2,0.285714285714286
"9","2200-2259","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",214926,12.3117374119264
"10","2200-2259","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",31563,14.9375295787979
"11","2200-2259","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",8016,31.8095238095238
"12","2200-2259","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",166,15.0909090909091
"13","2200-2259","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",63444,24.243026366068
"14","2200-2259","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",991,11.0111111111111
"15","2200-2259","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",21,7
"16","2200-2259","United Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",13,13
"17","2200-2259","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",1132,14.15
"18","2200-2259","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",500,10.8695652173913
"19","2200-2259","ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,31
"20","2200-2259","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",68222,14.1217139308632
"21","2200-2259","American Airlines Inc.","Boston, MA: Logan International",161,7.31818181818182
