"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","0800-0859","American Airlines Inc.","Albany, NY: Albany International","CANCELLED",3
"2","0800-0859","Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",1
"3","0800-0859","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"4","0800-0859","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"5","0800-0859","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"6","0800-0859","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"7","0800-0859","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",3
"8","0800-0859","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",4
"9","0800-0859","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",1
"10","0800-0859","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",8
"11","0800-0859","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",15
"12","0800-0859","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",66
"13","0800-0859","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",10
"14","0800-0859","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"15","0800-0859","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",24
"16","0800-0859","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",6
"17","0800-0859","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",7
"18","0800-0859","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",9
"19","0800-0859","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"20","0800-0859","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"21","0800-0859","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",7
"22","0800-0859","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",8
"23","0800-0859","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"24","0800-0859","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"25","0800-0859","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",101
"26","0800-0859","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",10
"27","0800-0859","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",9
"28","0800-0859","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",12
"29","0800-0859","ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",1
"30","0800-0859","Alaska Airlines Inc.","Bethel, AK: Bethel Airport","CANCELLED",14
"31","0800-0859","ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",2
"32","0800-0859","SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",2
"33","0800-0859","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",1
"34","0800-0859","SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",2
"35","0800-0859","SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",5
"36","0800-0859","Southwest Airlines Co.","Boise, ID: Boise Air Terminal","CANCELLED",1
"37","0800-0859","American Airlines Inc.","Boston, MA: Logan International","CANCELLED",28
"38","0800-0859","Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",5
"39","0800-0859","ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",7
"40","0800-0859","JetBlue Airways","Boston, MA: Logan International","CANCELLED",87
"41","0800-0859","Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",12
"42","0800-0859","Spirit Air Lines","Boston, MA: Logan International","CANCELLED",3
"43","0800-0859","United Air Lines Inc.","Boston, MA: Logan International","CANCELLED",6
"44","0800-0859","ExpressJet Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International","CANCELLED",1
"45","0800-0859","American Airlines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",4
"46","0800-0859","JetBlue Airways","Buffalo, NY: Buffalo Niagara International","CANCELLED",5
"47","0800-0859","Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International","CANCELLED",10
"48","0800-0859","SkyWest Airlines Inc.","Burbank, CA: Bob Hope","CANCELLED",3
"49","0800-0859","Southwest Airlines Co.","Burbank, CA: Bob Hope","CANCELLED",31
"50","0800-0859","American Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"51","0800-0859","Delta Air Lines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"52","0800-0859","ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",2
"53","0800-0859","JetBlue Airways","Charleston, SC: Charleston AFB/International","CANCELLED",1
"54","0800-0859","Southwest Airlines Co.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"55","0800-0859","American Airlines Inc.","Charlotte Amalie, VI: Cyril E King","CANCELLED",3
"56","0800-0859","JetBlue Airways","Charlotte Amalie, VI: Cyril E King","CANCELLED",2
"57","0800-0859","American Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",14
"58","0800-0859","ExpressJet Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"59","0800-0859","SkyWest Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",11
"60","0800-0859","Southwest Airlines Co.","Charlotte, NC: Charlotte Douglas International","CANCELLED",5
"61","0800-0859","Southwest Airlines Co.","Chicago, IL: Chicago Midway International","CANCELLED",150
"62","0800-0859","Alaska Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"63","0800-0859","American Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",41
"64","0800-0859","Delta Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"65","0800-0859","ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",50
"66","0800-0859","Frontier Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"67","0800-0859","JetBlue Airways","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"68","0800-0859","SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",28
"69","0800-0859","Spirit Air Lines","Chicago, IL: Chicago O'Hare International","CANCELLED",9
"70","0800-0859","United Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",18
"71","0800-0859","Virgin America","Chicago, IL: Chicago O'Hare International","CANCELLED",1
"72","0800-0859","ExpressJet Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",5
"73","0800-0859","American Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",6
"74","0800-0859","Delta Air Lines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",1
"75","0800-0859","ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",8
