"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"90","1200-1259","ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",7
"91","1200-1259","Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",2
"92","1200-1259","Spirit Air Lines","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",5
"93","1200-1259","SkyWest Airlines Inc.","Cody, WY: Yellowstone Regional","CANCELLED",3
"94","1200-1259","ExpressJet Airlines Inc.","College Station/Bryan, TX: Easterwood Field","CANCELLED",2
"95","1200-1259","SkyWest Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",6
"96","1200-1259","Frontier Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",2
"97","1200-1259","SkyWest Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",1
"98","1200-1259","Southwest Airlines Co.","Columbus, OH: Port Columbus International","CANCELLED",3
"99","1200-1259","Southwest Airlines Co.","Corpus Christi, TX: Corpus Christi International","CANCELLED",2
"100","1200-1259","Southwest Airlines Co.","Dallas, TX: Dallas Love Field","CANCELLED",14
"101","1200-1259","American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",84
"102","1200-1259","ExpressJet Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",36
"103","1200-1259","JetBlue Airways","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",1
"104","1200-1259","Spirit Air Lines","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",3
"105","1200-1259","United Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",4
"106","1200-1259","Southwest Airlines Co.","Dayton, OH: James M Cox/Dayton International","CANCELLED",1
"107","1200-1259","American Airlines Inc.","Denver, CO: Denver International","CANCELLED",18
"108","1200-1259","Delta Air Lines Inc.","Denver, CO: Denver International","CANCELLED",1
"109","1200-1259","Frontier Airlines Inc.","Denver, CO: Denver International","CANCELLED",7
"110","1200-1259","SkyWest Airlines Inc.","Denver, CO: Denver International","CANCELLED",41
"111","1200-1259","Southwest Airlines Co.","Denver, CO: Denver International","CANCELLED",47
"112","1200-1259","Spirit Air Lines","Denver, CO: Denver International","CANCELLED",4
"113","1200-1259","United Air Lines Inc.","Denver, CO: Denver International","CANCELLED",45
"114","1200-1259","Virgin America","Denver, CO: Denver International","CANCELLED",4
"115","1200-1259","SkyWest Airlines Inc.","Des Moines, IA: Des Moines International","CANCELLED",1
"116","1200-1259","American Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",1
"117","1200-1259","Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",18
"118","1200-1259","ExpressJet Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",19
"119","1200-1259","SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",20
"120","1200-1259","Southwest Airlines Co.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",1
"121","1200-1259","Spirit Air Lines","Detroit, MI: Detroit Metro Wayne County","CANCELLED",5
"122","1200-1259","SkyWest Airlines Inc.","Duluth, MN: Duluth International","CANCELLED",1
"123","1200-1259","SkyWest Airlines Inc.","Durango, CO: Durango La Plata County","CANCELLED",1
"124","1200-1259","American Airlines Inc.","Eagle, CO: Eagle County Regional","CANCELLED",4
"125","1200-1259","SkyWest Airlines Inc.","Eagle, CO: Eagle County Regional","CANCELLED",1
"126","1200-1259","United Air Lines Inc.","Eagle, CO: Eagle County Regional","CANCELLED",1
"127","1200-1259","American Airlines Inc.","El Paso, TX: El Paso International","CANCELLED",2
"128","1200-1259","SkyWest Airlines Inc.","El Paso, TX: El Paso International","CANCELLED",4
"129","1200-1259","Southwest Airlines Co.","El Paso, TX: El Paso International","CANCELLED",2
"130","1200-1259","ExpressJet Airlines Inc.","Erie, PA: Erie International/Tom Ridge Field","CANCELLED",2
"131","1200-1259","SkyWest Airlines Inc.","Eugene, OR: Mahlon Sweet Field","CANCELLED",5
"132","1200-1259","Delta Air Lines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",2
"133","1200-1259","ExpressJet Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",4
"134","1200-1259","ExpressJet Airlines Inc.","Fayetteville, NC: Fayetteville Regional/Grannis Field","CANCELLED",1
"135","1200-1259","Southwest Airlines Co.","Flint, MI: Bishop International","CANCELLED",1
"136","1200-1259","American Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",4
"137","1200-1259","Delta Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",5
"138","1200-1259","JetBlue Airways","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",7
"139","1200-1259","Southwest Airlines Co.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",16
"140","1200-1259","Spirit Air Lines","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",5
"141","1200-1259","United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",6
"142","1200-1259","Virgin America","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",2
"143","1200-1259","American Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",3
"144","1200-1259","ExpressJet Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",1
"145","1200-1259","Frontier Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",1
"146","1200-1259","JetBlue Airways","Fort Myers, FL: Southwest Florida International","CANCELLED",5
"147","1200-1259","Southwest Airlines Co.","Fort Myers, FL: Southwest Florida International","CANCELLED",4
"148","1200-1259","Spirit Air Lines","Fort Myers, FL: Southwest Florida International","CANCELLED",3
"149","1200-1259","United Air Lines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",2
"150","1200-1259","SkyWest Airlines Inc.","Fort Wayne, IN: Fort Wayne International","CANCELLED",2
"151","1200-1259","American Airlines Inc.","Fresno, CA: Fresno Yosemite International","CANCELLED",3
"152","1200-1259","SkyWest Airlines Inc.","Fresno, CA: Fresno Yosemite International","CANCELLED",5
"153","1200-1259","ExpressJet Airlines Inc.","Gainesville, FL: Gainesville Regional","CANCELLED",2
"154","1200-1259","SkyWest Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",1
"155","1200-1259","Southwest Airlines Co.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",1
"156","1200-1259","Delta Air Lines Inc.","Greensboro/High Point, NC: Piedmont Triad International","CANCELLED",1
"157","1200-1259","ExpressJet Airlines Inc.","Greensboro/High Point, NC: Piedmont Triad International","CANCELLED",4
"158","1200-1259","ExpressJet Airlines Inc.","Greer, SC: Greenville-Spartanburg International","CANCELLED",4
"159","1200-1259","ExpressJet Airlines Inc.","Gulfport/Biloxi, MS: Gulfport-Biloxi International","CANCELLED",2
"160","1200-1259","Southwest Airlines Co.","Harlingen/San Benito, TX: Valley International","CANCELLED",1
"161","1200-1259","Delta Air Lines Inc.","Harrisburg, PA: Harrisburg International","CANCELLED",2
"162","1200-1259","ExpressJet Airlines Inc.","Harrisburg, PA: Harrisburg International","CANCELLED",2
"163","1200-1259","American Airlines Inc.","Hartford, CT: Bradley International","CANCELLED",1
"164","1200-1259","JetBlue Airways","Hartford, CT: Bradley International","CANCELLED",2
"165","1200-1259","Southwest Airlines Co.","Hartford, CT: Bradley International","CANCELLED",1
"166","1200-1259","ExpressJet Airlines Inc.","Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional","CANCELLED",1
"167","1200-1259","SkyWest Airlines Inc.","Hayden, CO: Yampa Valley","CANCELLED",2
"168","1200-1259","United Air Lines Inc.","Hayden, CO: Yampa Valley","CANCELLED",1
"169","1200-1259","SkyWest Airlines Inc.","Hays, KS: Hays Regional","CANCELLED",2
"170","1200-1259","SkyWest Airlines Inc.","Hibbing, MN: Range Regional","CANCELLED",3
"171","1200-1259","Hawaiian Airlines Inc.","Hilo, HI: Hilo International","CANCELLED",1
"172","1200-1259","ExpressJet Airlines Inc.","Hobbs, NM: Lea County Regional","CANCELLED",6
"173","1200-1259","United Air Lines Inc.","Honolulu, HI: Honolulu International","CANCELLED",4
"174","1200-1259","American Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",3
"175","1200-1259","ExpressJet Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",39
"176","1200-1259","Frontier Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",5
"177","1200-1259","SkyWest Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",18
"178","1200-1259","Spirit Air Lines","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",6
"179","1200-1259","United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",23
"180","1200-1259","Delta Air Lines Inc.","Houston, TX: William P Hobby","CANCELLED",1
"181","1200-1259","JetBlue Airways","Houston, TX: William P Hobby","CANCELLED",1
"182","1200-1259","Southwest Airlines Co.","Houston, TX: William P Hobby","CANCELLED",25
"183","1200-1259","ExpressJet Airlines Inc.","Huntsville, AL: Huntsville International-Carl T Jones Field","CANCELLED",5
"184","1200-1259","SkyWest Airlines Inc.","Idaho Falls, ID: Idaho Falls Regional","CANCELLED",1
"185","1200-1259","Delta Air Lines Inc.","Indianapolis, IN: Indianapolis International","CANCELLED",3
"186","1200-1259","ExpressJet Airlines Inc.","Indianapolis, IN: Indianapolis International","CANCELLED",4
"187","1200-1259","Southwest Airlines Co.","Indianapolis, IN: Indianapolis International","CANCELLED",2
"188","1200-1259","Southwest Airlines Co.","Islip, NY: Long Island MacArthur","CANCELLED",8
"189","1200-1259","American Airlines Inc.","Jackson, WY: Jackson Hole","CANCELLED",1
"190","1200-1259","SkyWest Airlines Inc.","Jackson, WY: Jackson Hole","CANCELLED",3
"191","1200-1259","United Air Lines Inc.","Jackson, WY: Jackson Hole","CANCELLED",1
"192","1200-1259","ExpressJet Airlines Inc.","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International","CANCELLED",8
"193","1200-1259","American Airlines Inc.","Jacksonville, FL: Jacksonville International","CANCELLED",5
"194","1200-1259","Delta Air Lines Inc.","Jacksonville, FL: Jacksonville International","CANCELLED",2
"195","1200-1259","ExpressJet Airlines Inc.","Jacksonville, FL: Jacksonville International","CANCELLED",2
"196","1200-1259","JetBlue Airways","Jacksonville, FL: Jacksonville International","CANCELLED",8
"197","1200-1259","Southwest Airlines Co.","Jacksonville, FL: Jacksonville International","CANCELLED",4
"198","1200-1259","ExpressJet Airlines Inc.","Jacksonville/Camp Lejeune, NC: Albert J Ellis","CANCELLED",1
"199","1200-1259","Alaska Airlines Inc.","Kahului, HI: Kahului Airport","CANCELLED",2
"200","1200-1259","Delta Air Lines Inc.","Kahului, HI: Kahului Airport","CANCELLED",1
"201","1200-1259","Hawaiian Airlines Inc.","Kahului, HI: Kahului Airport","CANCELLED",2
"202","1200-1259","United Air Lines Inc.","Kahului, HI: Kahului Airport","CANCELLED",3
"203","1200-1259","SkyWest Airlines Inc.","Kalispell, MT: Glacier Park International","CANCELLED",1
"204","1200-1259","American Airlines Inc.","Kansas City, MO: Kansas City International","CANCELLED",3
"205","1200-1259","Southwest Airlines Co.","Kansas City, MO: Kansas City International","CANCELLED",14
"206","1200-1259","Spirit Air Lines","Kansas City, MO: Kansas City International","CANCELLED",2
"207","1200-1259","Delta Air Lines Inc.","Key West, FL: Key West International","CANCELLED",1
"208","1200-1259","ExpressJet Airlines Inc.","Killeen, TX: Robert Gray AAF","CANCELLED",1
"209","1200-1259","Delta Air Lines Inc.","Knoxville, TN: McGhee Tyson","CANCELLED",1
"210","1200-1259","ExpressJet Airlines Inc.","Knoxville, TN: McGhee Tyson","CANCELLED",2
"211","1200-1259","Hawaiian Airlines Inc.","Kona, HI: Kona International Airport at Keahole","CANCELLED",1
"212","1200-1259","Alaska Airlines Inc.","Kotzebue, AK: Ralph Wien Memorial","CANCELLED",2
"213","1200-1259","ExpressJet Airlines Inc.","Lafayette, LA: Lafayette Regional Paul Fournet Field","CANCELLED",2
"214","1200-1259","ExpressJet Airlines Inc.","Lansing, MI: Capital Region International","CANCELLED",2
"215","1200-1259","SkyWest Airlines Inc.","Laramie, WY: Laramie Regional","CANCELLED",3
"216","1200-1259","American Airlines Inc.","Las Vegas, NV: McCarran International","CANCELLED",7
"217","1200-1259","Delta Air Lines Inc.","Las Vegas, NV: McCarran International","CANCELLED",1
"218","1200-1259","Frontier Airlines Inc.","Las Vegas, NV: McCarran International","CANCELLED",3
"219","1200-1259","JetBlue Airways","Las Vegas, NV: McCarran International","CANCELLED",1
"220","1200-1259","Southwest Airlines Co.","Las Vegas, NV: McCarran International","CANCELLED",36
"221","1200-1259","Spirit Air Lines","Las Vegas, NV: McCarran International","CANCELLED",2
"222","1200-1259","United Air Lines Inc.","Las Vegas, NV: McCarran International","CANCELLED",7
"223","1200-1259","Virgin America","Las Vegas, NV: McCarran International","CANCELLED",3
"224","1200-1259","Hawaiian Airlines Inc.","Lihue, HI: Lihue Airport","CANCELLED",2
"225","1200-1259","SkyWest Airlines Inc.","Lincoln, NE: Lincoln Airport","CANCELLED",2
"226","1200-1259","Southwest Airlines Co.","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","CANCELLED",2
"227","1200-1259","JetBlue Airways","Long Beach, CA: Long Beach Airport","CANCELLED",3
"228","1200-1259","American Airlines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",18
"229","1200-1259","Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",8
"230","1200-1259","SkyWest Airlines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",5
"231","1200-1259","Southwest Airlines Co.","Los Angeles, CA: Los Angeles International","CANCELLED",85
"232","1200-1259","Spirit Air Lines","Los Angeles, CA: Los Angeles International","CANCELLED",5
"233","1200-1259","United Air Lines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",11
"234","1200-1259","Virgin America","Los Angeles, CA: Los Angeles International","CANCELLED",7
"235","1200-1259","Delta Air Lines Inc.","Louisville, KY: Louisville International-Standiford Field","CANCELLED",2
"236","1200-1259","ExpressJet Airlines Inc.","Louisville, KY: Louisville International-Standiford Field","CANCELLED",7
"237","1200-1259","SkyWest Airlines Inc.","Lubbock, TX: Lubbock Preston Smith International","CANCELLED",4
"238","1200-1259","Southwest Airlines Co.","Lubbock, TX: Lubbock Preston Smith International","CANCELLED",1
"239","1200-1259","ExpressJet Airlines Inc.","Madison, WI: Dane County Regional-Truax Field","CANCELLED",16
"240","1200-1259","SkyWest Airlines Inc.","Madison, WI: Dane County Regional-Truax Field","CANCELLED",2
"241","1200-1259","ExpressJet Airlines Inc.","Manchester, NH: Manchester-Boston Regional","CANCELLED",3
"242","1200-1259","Southwest Airlines Co.","Manchester, NH: Manchester-Boston Regional","CANCELLED",4
"243","1200-1259","American Airlines Inc.","Memphis, TN: Memphis International","CANCELLED",2
"244","1200-1259","Delta Air Lines Inc.","Memphis, TN: Memphis International","CANCELLED",3
"245","1200-1259","ExpressJet Airlines Inc.","Memphis, TN: Memphis International","CANCELLED",14
"246","1200-1259","Southwest Airlines Co.","Memphis, TN: Memphis International","CANCELLED",2
"247","1200-1259","American Airlines Inc.","Miami, FL: Miami International","CANCELLED",33
"248","1200-1259","Delta Air Lines Inc.","Miami, FL: Miami International","CANCELLED",8
"249","1200-1259","Frontier Airlines Inc.","Miami, FL: Miami International","CANCELLED",5
"250","1200-1259","United Air Lines Inc.","Miami, FL: Miami International","CANCELLED",5
"251","1200-1259","ExpressJet Airlines Inc.","Milwaukee, WI: General Mitchell International","CANCELLED",3
"252","1200-1259","Frontier Airlines Inc.","Milwaukee, WI: General Mitchell International","CANCELLED",2
"253","1200-1259","SkyWest Airlines Inc.","Milwaukee, WI: General Mitchell International","CANCELLED",6
"254","1200-1259","Southwest Airlines Co.","Milwaukee, WI: General Mitchell International","CANCELLED",2
"255","1200-1259","American Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",1
"256","1200-1259","Frontier Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",1
"257","1200-1259","Southwest Airlines Co.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",6
"258","1200-1259","Spirit Air Lines","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",4
"259","1200-1259","United Air Lines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",1
"260","1200-1259","SkyWest Airlines Inc.","Minot, ND: Minot International","CANCELLED",1
"261","1200-1259","ExpressJet Airlines Inc.","Mobile, AL: Mobile Regional","CANCELLED",9
"262","1200-1259","SkyWest Airlines Inc.","Monterey, CA: Monterey Regional","CANCELLED",3
"263","1200-1259","SkyWest Airlines Inc.","Montrose/Delta, CO: Montrose Regional","CANCELLED",1
"264","1200-1259","SkyWest Airlines Inc.","Mosinee, WI: Central Wisconsin","CANCELLED",1
"265","1200-1259","ExpressJet Airlines Inc.","Myrtle Beach, SC: Myrtle Beach International","CANCELLED",1
"266","1200-1259","Spirit Air Lines","Myrtle Beach, SC: Myrtle Beach International","CANCELLED",5
"267","1200-1259","American Airlines Inc.","Nashville, TN: Nashville International","CANCELLED",6
"268","1200-1259","ExpressJet Airlines Inc.","Nashville, TN: Nashville International","CANCELLED",6
"269","1200-1259","SkyWest Airlines Inc.","Nashville, TN: Nashville International","CANCELLED",1
"270","1200-1259","Southwest Airlines Co.","Nashville, TN: Nashville International","CANCELLED",11
"271","1200-1259","United Air Lines Inc.","Nashville, TN: Nashville International","CANCELLED",1
"272","1200-1259","American Airlines Inc.","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",4
"273","1200-1259","Delta Air Lines Inc.","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",1
"274","1200-1259","ExpressJet Airlines Inc.","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",1
"275","1200-1259","Frontier Airlines Inc.","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",1
"276","1200-1259","JetBlue Airways","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",2
"277","1200-1259","Southwest Airlines Co.","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",4
"278","1200-1259","United Air Lines Inc.","New Orleans, LA: Louis Armstrong New Orleans International","CANCELLED",3
