"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","1200-1259","ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",2068,13.7866666666667
"2","1200-1259","JetBlue Airways","Aguadilla, PR: Rafael Hernandez",2029,11.4632768361582
"3","1200-1259","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1012,28.9142857142857
"4","1200-1259","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",0,0
"5","1200-1259","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",396,9.65853658536585
"6","1200-1259","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",2001,11.2415730337079
"7","1200-1259","Delta Air Lines Inc.","Albany, NY: Albany International",3248,13.0967741935484
"8","1200-1259","ExpressJet Airlines Inc.","Albany, NY: Albany International",1272,12.72
"9","1200-1259","JetBlue Airways","Albany, NY: Albany International",302,20.1333333333333
"10","1200-1259","SkyWest Airlines Inc.","Albany, NY: Albany International",764,18.1904761904762
"11","1200-1259","Southwest Airlines Co.","Albany, NY: Albany International",1980,5.60906515580737
"12","1200-1259","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",465,5
"13","1200-1259","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",326,7.58139534883721
"14","1200-1259","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2165,7.46551724137931
"15","1200-1259","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",5677,9.89024390243902
"16","1200-1259","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1627,15.2056074766355
"17","1200-1259","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",0,0
"18","1200-1259","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",2165,30.0694444444444
"19","1200-1259","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",561,4.87826086956522
"20","1200-1259","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",555,10.8823529411765
"21","1200-1259","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",677,5.416
"22","1200-1259","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",328,4.20512820512821
"23","1200-1259","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1882,3.31338028169014
"24","1200-1259","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3075,25.2049180327869
"25","1200-1259","Delta Air Lines Inc.","Appleton, WI: Appleton International",21,21
"26","1200-1259","SkyWest Airlines Inc.","Appleton, WI: Appleton International",220,3.92857142857143
"27","1200-1259","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",2581,27.1684210526316
"28","1200-1259","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",314,6.54166666666667
"29","1200-1259","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",2109,14.3469387755102
"30","1200-1259","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",12128,20.6258503401361
"31","1200-1259","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",7866,8.55930359085963
"32","1200-1259","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",123906,7.10633172746043
"33","1200-1259","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",55900,12.5674460431655
"34","1200-1259","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",1943,8.99537037037037
"35","1200-1259","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",4570,12.8732394366197
"36","1200-1259","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",18718,9.06440677966102
"37","1200-1259","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",1526,13.8727272727273
"38","1200-1259","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",2379,10.2543103448276
"39","1200-1259","Spirit Air Lines","Atlantic City, NJ: Atlantic City International",4273,10.0305164319249
"40","1200-1259","Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",28,4
"41","1200-1259","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",702,8.45783132530121
"42","1200-1259","American Airlines Inc.","Austin, TX: Austin - Bergstrom International",5602,10.2040072859745
"43","1200-1259","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",6938,10.9432176656151
"44","1200-1259","ExpressJet Airlines Inc.","Austin, TX: Austin - Bergstrom International",37,3.08333333333333
"45","1200-1259","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",1758,11.126582278481
"46","1200-1259","SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",287,8.6969696969697
"47","1200-1259","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",9866,6.92350877192982
"48","1200-1259","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",2031,11.0380434782609
"49","1200-1259","SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field",3684,11.3006134969325
"50","1200-1259","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2497,10.5805084745763
"51","1200-1259","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6018,9.37383177570093
"52","1200-1259","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1033,6.88666666666667
"53","1200-1259","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",23508,7.80219050779954
"54","1200-1259","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",8165,16.975051975052
"55","1200-1259","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",14,4.66666666666667
"56","1200-1259","ExpressJet Airlines Inc.","Bangor, ME: Bangor International",2217,14.9797297297297
"57","1200-1259","Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial",564,4.2406015037594
"58","1200-1259","Delta Air Lines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",0,0
"59","1200-1259","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",7782,13.5811518324607
"60","1200-1259","SkyWest Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",0,0
"61","1200-1259","Alaska Airlines Inc.","Bellingham, WA: Bellingham International",9,0.9
"62","1200-1259","SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional",3289,12.7480620155039
"63","1200-1259","SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field",4010,8.60515021459227
"64","1200-1259","SkyWest Airlines Inc.","Billings, MT: Billings Logan International",13,2.16666666666667
"65","1200-1259","SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field",1772,15.0169491525424
"66","1200-1259","Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",1103,7.02547770700637
"67","1200-1259","ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",2003,10.1161616161616
"68","1200-1259","SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",849,12.1285714285714
"69","1200-1259","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International",1353,8.72903225806452
"70","1200-1259","SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal",676,10.5625
"71","1200-1259","ExpressJet Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional",663,44.2
"72","1200-1259","SkyWest Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional",3,0.214285714285714
"73","1200-1259","Delta Air Lines Inc.","Boise, ID: Boise Air Terminal",0,0
"74","1200-1259","SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal",9502,20.7015250544662
"75","1200-1259","Southwest Airlines Co.","Boise, ID: Boise Air Terminal",2092,5.10243902439024
"76","1200-1259","American Airlines Inc.","Boston, MA: Logan International",14727,6.85933861201677
"77","1200-1259","Delta Air Lines Inc.","Boston, MA: Logan International",9460,10.9364161849711
"78","1200-1259","ExpressJet Airlines Inc.","Boston, MA: Logan International",59,4.53846153846154
"79","1200-1259","JetBlue Airways","Boston, MA: Logan International",13791,7.94870317002882
"80","1200-1259","Southwest Airlines Co.","Boston, MA: Logan International",7697,10.1143232588699
"81","1200-1259","Spirit Air Lines","Boston, MA: Logan International",1733,8.25238095238095
