"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","0001-0559","SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",3681,10.731778425656
"2","0001-0559","JetBlue Airways","Aguadilla, PR: Rafael Hernandez",9322,11.8751592356688
"3","0001-0559","Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",3619,14.5341365461847
"4","0001-0559","United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",9552,26.6815642458101
"5","0001-0559","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",110,1.48648648648649
"6","0001-0559","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",912,33.7777777777778
"7","0001-0559","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",0,0
"8","0001-0559","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",0,0
"9","0001-0559","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1628,6.28571428571429
"10","0001-0559","Delta Air Lines Inc.","Albany, NY: Albany International",2752,13.76
"11","0001-0559","ExpressJet Airlines Inc.","Albany, NY: Albany International",581,16.6
"12","0001-0559","SkyWest Airlines Inc.","Albany, NY: Albany International",2,2
"13","0001-0559","Southwest Airlines Co.","Albany, NY: Albany International",775,1.9041769041769
"14","0001-0559","United Air Lines Inc.","Albany, NY: Albany International",43,2.38888888888889
"15","0001-0559","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2395,12.2820512820513
"16","0001-0559","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1274,10.7966101694915
"17","0001-0559","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"18","0001-0559","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",1944,3.50902527075812
"19","0001-0559","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",385,22.6470588235294
"20","0001-0559","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",670,6.76767676767677
"21","0001-0559","Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",466,3.66929133858268
"22","0001-0559","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",351,8.16279069767442
"23","0001-0559","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",741,18.525
"24","0001-0559","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",3457,13.2452107279693
"25","0001-0559","American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",0,0
"26","0001-0559","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",210,1.84210526315789
"27","0001-0559","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",4011,2.07608695652174
"28","0001-0559","American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",567,6.59302325581395
