"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","1600-1659","ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",173,21.625
"2","1600-1659","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",263,12.5238095238095
"3","1600-1659","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",4670,21.8224299065421
"4","1600-1659","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1922,12.6447368421053
"5","1600-1659","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",0,0
"6","1600-1659","American Airlines Inc.","Albany, NY: Albany International",227,6.30555555555556
"7","1600-1659","Delta Air Lines Inc.","Albany, NY: Albany International",11,2.75
"8","1600-1659","ExpressJet Airlines Inc.","Albany, NY: Albany International",636,7.95
"9","1600-1659","JetBlue Airways","Albany, NY: Albany International",1891,15.7583333333333
"10","1600-1659","Southwest Airlines Co.","Albany, NY: Albany International",3226,16.9789473684211
"11","1600-1659","United Air Lines Inc.","Albany, NY: Albany International",1325,13.1188118811881
"12","1600-1659","Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1500,4.10958904109589
"13","1600-1659","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",6069,17
"14","1600-1659","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",137,34.25
"15","1600-1659","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",148,18.5
"16","1600-1659","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",13418,15.1273957158963
"17","1600-1659","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",0,0
"18","1600-1659","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",1131,17.952380952381
"19","1600-1659","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",2150,8.43137254901961
"20","1600-1659","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",738,8.10989010989011
"21","1600-1659","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2665,4.1640625
"22","1600-1659","United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",446,17.84
"23","1600-1659","Delta Air Lines Inc.","Appleton, WI: Appleton International",1,0.333333333333333
