"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","1000-1059","JetBlue Airways","Aguadilla, PR: Rafael Hernandez",782,7.97959183673469
"2","1000-1059","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",1945,7.78
"3","1000-1059","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",1588,12.8064516129032
"4","1000-1059","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1079,3.98154981549816
"5","1000-1059","Spirit Air Lines","Akron, OH: Akron-Canton Regional",648,12.7058823529412
"6","1000-1059","ExpressJet Airlines Inc.","Albany, NY: Albany International",287,13.6666666666667
"7","1000-1059","SkyWest Airlines Inc.","Albany, NY: Albany International",27,3.85714285714286
"8","1000-1059","Southwest Airlines Co.","Albany, NY: Albany International",1475,5.54511278195489
"9","1000-1059","United Air Lines Inc.","Albany, NY: Albany International",622,14.4651162790698
"10","1000-1059","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",4162,12.3501483679525
"11","1000-1059","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"12","1000-1059","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",433,15.4642857142857
"13","1000-1059","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",263,4.53448275862069
"14","1000-1059","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",6979,8.06820809248555
"15","1000-1059","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"16","1000-1059","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",4170,13.5830618892508
"17","1000-1059","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14,2.33333333333333
"18","1000-1059","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",796,20.4102564102564
"19","1000-1059","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",0,0
"20","1000-1059","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",0,0
"21","1000-1059","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1451,6.14830508474576
"22","1000-1059","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1942,3.41300527240773
