"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","2000-2059","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"2","2000-2059","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",8
"3","2000-2059","American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"4","2000-2059","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",8
"5","2000-2059","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"6","2000-2059","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",9
"7","2000-2059","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"8","2000-2059","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",43
"9","2000-2059","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",16
"10","2000-2059","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"11","2000-2059","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",47
"12","2000-2059","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"13","2000-2059","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",6
"14","2000-2059","Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",6
"15","2000-2059","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"16","2000-2059","JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"17","2000-2059","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",12
"18","2000-2059","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"19","2000-2059","ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",8
"20","2000-2059","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",2
"21","2000-2059","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",142
"22","2000-2059","Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",7
"23","2000-2059","SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",4
"24","2000-2059","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",4
"25","2000-2059","SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",5
"26","2000-2059","American Airlines Inc.","Boston, MA: Logan International","CANCELLED",14
"27","2000-2059","Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",1
"28","2000-2059","ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",5
"29","2000-2059","JetBlue Airways","Boston, MA: Logan International","CANCELLED",24
"30","2000-2059","Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",2
"31","2000-2059","Spirit Air Lines","Boston, MA: Logan International","CANCELLED",9
"32","2000-2059","United Air Lines Inc.","Boston, MA: Logan International","CANCELLED",5
"33","2000-2059","Frontier Airlines Inc.","Bozeman, MT: Bozeman Yellowstone International","CANCELLED",1
