"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","1400-1459","American Airlines Inc.","Albany, NY: Albany International","CANCELLED",5
"2","1400-1459","JetBlue Airways","Albany, NY: Albany International","CANCELLED",1
"3","1400-1459","Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",2
"4","1400-1459","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"5","1400-1459","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"6","1400-1459","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"7","1400-1459","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",11
"8","1400-1459","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",3
"9","1400-1459","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",8
"10","1400-1459","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",1
"11","1400-1459","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",7
"12","1400-1459","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",18
"13","1400-1459","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",5
"14","1400-1459","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",37
"15","1400-1459","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",25
"16","1400-1459","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",1
"17","1400-1459","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"18","1400-1459","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"19","1400-1459","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",8
"20","1400-1459","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"21","1400-1459","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",10
"22","1400-1459","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"23","1400-1459","JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"24","1400-1459","SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"25","1400-1459","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"26","1400-1459","SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",4
"27","1400-1459","ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"28","1400-1459","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"29","1400-1459","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",63
"30","1400-1459","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",13
"31","1400-1459","ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",1
