"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","0001-0559","SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",4
"2","0001-0559","JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",15
"3","0001-0559","Spirit Air Lines","Aguadilla, PR: Rafael Hernandez","CANCELLED",8
"4","0001-0559","United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",8
"5","0001-0559","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",2
"6","0001-0559","Delta Air Lines Inc.","Albany, NY: Albany International","CANCELLED",1
"7","0001-0559","Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",9
"8","0001-0559","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",5
"9","0001-0559","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",10
"10","0001-0559","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",1
"11","0001-0559","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",1
"12","0001-0559","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",5
"13","0001-0559","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",3
"14","0001-0559","American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"15","0001-0559","Delta Air Lines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"16","0001-0559","ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",12
"17","0001-0559","SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",2
"18","0001-0559","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",2
"19","0001-0559","Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"20","0001-0559","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",5
"21","0001-0559","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",1
"22","0001-0559","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"23","0001-0559","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",1
"24","0001-0559","Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",3
"25","0001-0559","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",1
"26","0001-0559","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",7
"27","0001-0559","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",16
"28","0001-0559","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"29","0001-0559","SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",3
"30","0001-0559","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",9
"31","0001-0559","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"32","0001-0559","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",6
"33","0001-0559","ExpressJet Airlines Inc.","Bangor, ME: Bangor International","CANCELLED",1
"34","0001-0559","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",3
"35","0001-0559","SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional","CANCELLED",3
"36","0001-0559","SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",9
"37","0001-0559","Delta Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",2
"38","0001-0559","SkyWest Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",3
"39","0001-0559","United Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"40","0001-0559","SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field","CANCELLED",1
"41","0001-0559","Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",3
"42","0001-0559","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",2
"43","0001-0559","ExpressJet Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",1
"44","0001-0559","SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",2
"45","0001-0559","Delta Air Lines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",2
"46","0001-0559","SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",1
"47","0001-0559","American Airlines Inc.","Boston, MA: Logan International","CANCELLED",17
"48","0001-0559","Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",6
"49","0001-0559","JetBlue Airways","Boston, MA: Logan International","CANCELLED",4
"50","0001-0559","Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",23
"51","0001-0559","Spirit Air Lines","Boston, MA: Logan International","CANCELLED",9
"52","0001-0559","United Air Lines Inc.","Boston, MA: Logan International","CANCELLED",14
"53","0001-0559","Delta Air Lines Inc.","Bozeman, MT: Bozeman Yellowstone International","CANCELLED",4
"54","0001-0559","ExpressJet Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International","CANCELLED",7
"55","0001-0559","SkyWest Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International","CANCELLED",2
"56","0001-0559","ExpressJet Airlines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",1
"57","0001-0559","JetBlue Airways","Buffalo, NY: Buffalo Niagara International","CANCELLED",6
"58","0001-0559","Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International","CANCELLED",14
"59","0001-0559","United Air Lines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",1
"60","0001-0559","ExpressJet Airlines Inc.","Burlington, VT: Burlington International","CANCELLED",8
"61","0001-0559","JetBlue Airways","Burlington, VT: Burlington International","CANCELLED",9
"62","0001-0559","ExpressJet Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",4
"63","0001-0559","Southwest Airlines Co.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"64","0001-0559","American Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",3
"65","0001-0559","Delta Air Lines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",5
"66","0001-0559","ExpressJet Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"67","0001-0559","Southwest Airlines Co.","Charlotte, NC: Charlotte Douglas International","CANCELLED",1
"68","0001-0559","United Air Lines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"69","0001-0559","Delta Air Lines Inc.","Charlottesville, VA: Charlottesville Albemarle","CANCELLED",1
"70","0001-0559","ExpressJet Airlines Inc.","Charlottesville, VA: Charlottesville Albemarle","CANCELLED",6
"71","0001-0559","SkyWest Airlines Inc.","Charlottesville, VA: Charlottesville Albemarle","CANCELLED",11
"72","0001-0559","ExpressJet Airlines Inc.","Chattanooga, TN: Lovell Field","CANCELLED",1
"73","0001-0559","ExpressJet Airlines Inc.","Chicago, IL: Chicago Midway International","CANCELLED",1
"74","0001-0559","Southwest Airlines Co.","Chicago, IL: Chicago Midway International","CANCELLED",56
"75","0001-0559","American Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",15
"76","0001-0559","Delta Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"77","0001-0559","ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",1
"78","0001-0559","Spirit Air Lines","Chicago, IL: Chicago O'Hare International","CANCELLED",18
"79","0001-0559","United Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"80","0001-0559","Delta Air Lines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",2
"81","0001-0559","ExpressJet Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",4
"82","0001-0559","Frontier Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",3
"83","0001-0559","American Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",1
"84","0001-0559","ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",1
"85","0001-0559","SkyWest Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",1
"86","0001-0559","Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",5
"87","0001-0559","ExpressJet Airlines Inc.","College Station/Bryan, TX: Easterwood Field","CANCELLED",6
"88","0001-0559","American Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",1
"89","0001-0559","SkyWest Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",2
"90","0001-0559","Delta Air Lines Inc.","Columbia, SC: Columbia Metropolitan","CANCELLED",2
"91","0001-0559","ExpressJet Airlines Inc.","Columbus, GA: Columbus Airport","CANCELLED",1
"92","0001-0559","Delta Air Lines Inc.","Columbus, OH: Port Columbus International","CANCELLED",1
"93","0001-0559","Southwest Airlines Co.","Columbus, OH: Port Columbus International","CANCELLED",8
"94","0001-0559","ExpressJet Airlines Inc.","Corpus Christi, TX: Corpus Christi International","CANCELLED",1
"95","0001-0559","SkyWest Airlines Inc.","Corpus Christi, TX: Corpus Christi International","CANCELLED",4
"96","0001-0559","American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",9
"97","0001-0559","Delta Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",2
"98","0001-0559","SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",2
"99","0001-0559","United Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",3
"100","0001-0559","Delta Air Lines Inc.","Dayton, OH: James M Cox/Dayton International","CANCELLED",2
"101","0001-0559","Southwest Airlines Co.","Dayton, OH: James M Cox/Dayton International","CANCELLED",3
