"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","0700-0759","JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",3
"2","0700-0759","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",8
"3","0700-0759","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"4","0700-0759","American Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"5","0700-0759","ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"6","0700-0759","Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",1
"7","0700-0759","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"8","0700-0759","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"9","0700-0759","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"10","0700-0759","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",1
"11","0700-0759","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"12","0700-0759","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",3
"13","0700-0759","SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"14","0700-0759","Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"15","0700-0759","SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",6
"16","0700-0759","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",28
"17","0700-0759","Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"18","0700-0759","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",16
"19","0700-0759","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",46
"20","0700-0759","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"21","0700-0759","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"22","0700-0759","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"23","0700-0759","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",7
"24","0700-0759","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",1
"25","0700-0759","Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",11
"26","0700-0759","Alaska Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"27","0700-0759","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",6
"28","0700-0759","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"29","0700-0759","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"30","0700-0759","JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"31","0700-0759","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",11
"32","0700-0759","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"33","0700-0759","Virgin America","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"34","0700-0759","Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"35","0700-0759","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",9
"36","0700-0759","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"37","0700-0759","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",8
"38","0700-0759","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",58
"39","0700-0759","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",2
"40","0700-0759","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"41","0700-0759","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",4
"42","0700-0759","United Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",4
"43","0700-0759","ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",4
"44","0700-0759","American Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",6
