"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"53","1500-1559","American Airlines Inc.","Burlington, VT: Burlington International","CANCELLED",1
"54","1500-1559","ExpressJet Airlines Inc.","Burlington, VT: Burlington International","CANCELLED",1
"55","1500-1559","ExpressJet Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",2
"56","1500-1559","SkyWest Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",3
"57","1500-1559","Delta Air Lines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",4
"58","1500-1559","ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",9
"59","1500-1559","Southwest Airlines Co.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"60","1500-1559","United Air Lines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"61","1500-1559","American Airlines Inc.","Charlotte Amalie, VI: Cyril E King","CANCELLED",6
"62","1500-1559","United Air Lines Inc.","Charlotte Amalie, VI: Cyril E King","CANCELLED",3
"63","1500-1559","American Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",18
"64","1500-1559","Delta Air Lines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"65","1500-1559","SkyWest Airlines Inc.","Charlottesville, VA: Charlottesville Albemarle","CANCELLED",2
"66","1500-1559","ExpressJet Airlines Inc.","Chattanooga, TN: Lovell Field","CANCELLED",3
"67","1500-1559","SkyWest Airlines Inc.","Chattanooga, TN: Lovell Field","CANCELLED",5
"68","1500-1559","Delta Air Lines Inc.","Chicago, IL: Chicago Midway International","CANCELLED",2
"69","1500-1559","Southwest Airlines Co.","Chicago, IL: Chicago Midway International","CANCELLED",53
"70","1500-1559","Alaska Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",1
"71","1500-1559","American Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",51
"72","1500-1559","Delta Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",1
"73","1500-1559","ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",108
"74","1500-1559","Frontier Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",3
"75","1500-1559","SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",120
"76","1500-1559","Spirit Air Lines","Chicago, IL: Chicago O'Hare International","CANCELLED",11
"77","1500-1559","United Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",28
"78","1500-1559","ExpressJet Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",1
"79","1500-1559","Frontier Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",1
"80","1500-1559","SkyWest Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",1
"81","1500-1559","American Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",4
"82","1500-1559","ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",15
"83","1500-1559","Frontier Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",2
"84","1500-1559","Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",1
"85","1500-1559","United Air Lines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",2
"86","1500-1559","ExpressJet Airlines Inc.","College Station/Bryan, TX: Easterwood Field","CANCELLED",3
"87","1500-1559","SkyWest Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",8
"88","1500-1559","ExpressJet Airlines Inc.","Columbia, SC: Columbia Metropolitan","CANCELLED",1
"89","1500-1559","Delta Air Lines Inc.","Columbus, OH: Port Columbus International","CANCELLED",1
"90","1500-1559","ExpressJet Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",3
"91","1500-1559","Southwest Airlines Co.","Columbus, OH: Port Columbus International","CANCELLED",12
"92","1500-1559","United Air Lines Inc.","Columbus, OH: Port Columbus International","CANCELLED",1
"93","1500-1559","Southwest Airlines Co.","Corpus Christi, TX: Corpus Christi International","CANCELLED",1
"94","1500-1559","Delta Air Lines Inc.","Dallas, TX: Dallas Love Field","CANCELLED",1
"95","1500-1559","Southwest Airlines Co.","Dallas, TX: Dallas Love Field","CANCELLED",32
"96","1500-1559","American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",77
"97","1500-1559","Delta Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",1
"98","1500-1559","ExpressJet Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",34
"99","1500-1559","SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",5
"100","1500-1559","Spirit Air Lines","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",1
"101","1500-1559","United Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",3
"102","1500-1559","ExpressJet Airlines Inc.","Dayton, OH: James M Cox/Dayton International","CANCELLED",2
"103","1500-1559","Southwest Airlines Co.","Dayton, OH: James M Cox/Dayton International","CANCELLED",2
"104","1500-1559","Alaska Airlines Inc.","Denver, CO: Denver International","CANCELLED",1
"105","1500-1559","American Airlines Inc.","Denver, CO: Denver International","CANCELLED",2
"106","1500-1559","Delta Air Lines Inc.","Denver, CO: Denver International","CANCELLED",3
"107","1500-1559","Frontier Airlines Inc.","Denver, CO: Denver International","CANCELLED",14
"108","1500-1559","SkyWest Airlines Inc.","Denver, CO: Denver International","CANCELLED",123
"109","1500-1559","Southwest Airlines Co.","Denver, CO: Denver International","CANCELLED",45
"110","1500-1559","Spirit Air Lines","Denver, CO: Denver International","CANCELLED",16
"111","1500-1559","United Air Lines Inc.","Denver, CO: Denver International","CANCELLED",57
"112","1500-1559","SkyWest Airlines Inc.","Des Moines, IA: Des Moines International","CANCELLED",1
"113","1500-1559","American Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",5
"114","1500-1559","Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",22
"115","1500-1559","ExpressJet Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",35
"116","1500-1559","Frontier Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",1
"117","1500-1559","SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",28
"118","1500-1559","Southwest Airlines Co.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",5
"119","1500-1559","Spirit Air Lines","Detroit, MI: Detroit Metro Wayne County","CANCELLED",14
"120","1500-1559","United Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",1
"121","1500-1559","SkyWest Airlines Inc.","Devils Lake, ND: Devils Lake Regional","CANCELLED",4
"122","1500-1559","SkyWest Airlines Inc.","Duluth, MN: Duluth International","CANCELLED",1
"123","1500-1559","SkyWest Airlines Inc.","Durango, CO: Durango La Plata County","CANCELLED",3
"124","1500-1559","Delta Air Lines Inc.","El Paso, TX: El Paso International","CANCELLED",1
"125","1500-1559","ExpressJet Airlines Inc.","El Paso, TX: El Paso International","CANCELLED",1
"126","1500-1559","ExpressJet Airlines Inc.","Elmira/Corning, NY: Elmira/Corning Regional","CANCELLED",4
"127","1500-1559","SkyWest Airlines Inc.","Eugene, OR: Mahlon Sweet Field","CANCELLED",4
"128","1500-1559","ExpressJet Airlines Inc.","Evansville, IN: Evansville Regional","CANCELLED",14
"129","1500-1559","SkyWest Airlines Inc.","Fargo, ND: Hector International","CANCELLED",1
"130","1500-1559","ExpressJet Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",4
"131","1500-1559","SkyWest Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",2
"132","1500-1559","Delta Air Lines Inc.","Fayetteville, NC: Fayetteville Regional/Grannis Field","CANCELLED",1
"133","1500-1559","ExpressJet Airlines Inc.","Fayetteville, NC: Fayetteville Regional/Grannis Field","CANCELLED",4
"134","1500-1559","SkyWest Airlines Inc.","Flagstaff, AZ: Flagstaff Pulliam","CANCELLED",2
"135","1500-1559","Southwest Airlines Co.","Flint, MI: Bishop International","CANCELLED",1
"136","1500-1559","American Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",6
"137","1500-1559","Delta Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",8
"138","1500-1559","JetBlue Airways","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",23
"139","1500-1559","Southwest Airlines Co.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",13
"140","1500-1559","Spirit Air Lines","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",9
"141","1500-1559","United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",10
"142","1500-1559","American Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",1
"143","1500-1559","Frontier Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",3
"144","1500-1559","JetBlue Airways","Fort Myers, FL: Southwest Florida International","CANCELLED",6
"145","1500-1559","Spirit Air Lines","Fort Myers, FL: Southwest Florida International","CANCELLED",7
"146","1500-1559","United Air Lines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",1
"147","1500-1559","ExpressJet Airlines Inc.","Fort Smith, AR: Fort Smith Regional","CANCELLED",1
"148","1500-1559","SkyWest Airlines Inc.","Fresno, CA: Fresno Yosemite International","CANCELLED",3
"149","1500-1559","ExpressJet Airlines Inc.","Gainesville, FL: Gainesville Regional","CANCELLED",1
"150","1500-1559","SkyWest Airlines Inc.","Grand Forks, ND: Grand Forks International","CANCELLED",3
"151","1500-1559","SkyWest Airlines Inc.","Grand Junction, CO: Grand Junction Regional","CANCELLED",1
"152","1500-1559","ExpressJet Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",5
"153","1500-1559","SkyWest Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",1
"154","1500-1559","Southwest Airlines Co.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",2
"155","1500-1559","SkyWest Airlines Inc.","Green Bay, WI: Green Bay Austin Straubel International","CANCELLED",1
"156","1500-1559","ExpressJet Airlines Inc.","Greensboro/High Point, NC: Piedmont Triad International","CANCELLED",14
"157","1500-1559","Frontier Airlines Inc.","Greensboro/High Point, NC: Piedmont Triad International","CANCELLED",2
"158","1500-1559","ExpressJet Airlines Inc.","Greer, SC: Greenville-Spartanburg International","CANCELLED",1
"159","1500-1559","Southwest Airlines Co.","Greer, SC: Greenville-Spartanburg International","CANCELLED",2
"160","1500-1559","Southwest Airlines Co.","Harlingen/San Benito, TX: Valley International","CANCELLED",3
"161","1500-1559","ExpressJet Airlines Inc.","Hartford, CT: Bradley International","CANCELLED",1
"162","1500-1559","JetBlue Airways","Hartford, CT: Bradley International","CANCELLED",1
"163","1500-1559","SkyWest Airlines Inc.","Hartford, CT: Bradley International","CANCELLED",1
"164","1500-1559","Southwest Airlines Co.","Hartford, CT: Bradley International","CANCELLED",3
"165","1500-1559","ExpressJet Airlines Inc.","Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional","CANCELLED",1
"166","1500-1559","SkyWest Airlines Inc.","Hayden, CO: Yampa Valley","CANCELLED",1
"167","1500-1559","Hawaiian Airlines Inc.","Hilo, HI: Hilo International","CANCELLED",1
"168","1500-1559","Hawaiian Airlines Inc.","Honolulu, HI: Honolulu International","CANCELLED",6
"169","1500-1559","United Air Lines Inc.","Honolulu, HI: Honolulu International","CANCELLED",4
"170","1500-1559","Virgin America","Honolulu, HI: Honolulu International","CANCELLED",1
"171","1500-1559","American Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",8
"172","1500-1559","Delta Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",1
"173","1500-1559","ExpressJet Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",63
"174","1500-1559","SkyWest Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",16
"175","1500-1559","Spirit Air Lines","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",8
"176","1500-1559","United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston","CANCELLED",35
"177","1500-1559","Southwest Airlines Co.","Houston, TX: William P Hobby","CANCELLED",29
"178","1500-1559","ExpressJet Airlines Inc.","Huntsville, AL: Huntsville International-Carl T Jones Field","CANCELLED",1
"179","1500-1559","American Airlines Inc.","Indianapolis, IN: Indianapolis International","CANCELLED",1
"180","1500-1559","Delta Air Lines Inc.","Indianapolis, IN: Indianapolis International","CANCELLED",1
"181","1500-1559","ExpressJet Airlines Inc.","Indianapolis, IN: Indianapolis International","CANCELLED",3
"182","1500-1559","SkyWest Airlines Inc.","Indianapolis, IN: Indianapolis International","CANCELLED",1
"183","1500-1559","Southwest Airlines Co.","Indianapolis, IN: Indianapolis International","CANCELLED",3
"184","1500-1559","Southwest Airlines Co.","Islip, NY: Long Island MacArthur","CANCELLED",12
"185","1500-1559","Delta Air Lines Inc.","Jackson, WY: Jackson Hole","CANCELLED",2
"186","1500-1559","SkyWest Airlines Inc.","Jackson, WY: Jackson Hole","CANCELLED",2
"187","1500-1559","Delta Air Lines Inc.","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International","CANCELLED",1
"188","1500-1559","ExpressJet Airlines Inc.","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International","CANCELLED",11
"189","1500-1559","American Airlines Inc.","Jacksonville, FL: Jacksonville International","CANCELLED",2
"190","1500-1559","Delta Air Lines Inc.","Jacksonville, FL: Jacksonville International","CANCELLED",2
"191","1500-1559","JetBlue Airways","Jacksonville, FL: Jacksonville International","CANCELLED",2
"192","1500-1559","Southwest Airlines Co.","Jacksonville, FL: Jacksonville International","CANCELLED",3
"193","1500-1559","Hawaiian Airlines Inc.","Kahului, HI: Kahului Airport","CANCELLED",1
"194","1500-1559","United Air Lines Inc.","Kahului, HI: Kahului Airport","CANCELLED",2
"195","1500-1559","American Airlines Inc.","Kansas City, MO: Kansas City International","CANCELLED",2
"196","1500-1559","SkyWest Airlines Inc.","Kansas City, MO: Kansas City International","CANCELLED",3
"197","1500-1559","Southwest Airlines Co.","Kansas City, MO: Kansas City International","CANCELLED",7
"198","1500-1559","Spirit Air Lines","Kansas City, MO: Kansas City International","CANCELLED",2
"199","1500-1559","United Air Lines Inc.","Kansas City, MO: Kansas City International","CANCELLED",2
"200","1500-1559","ExpressJet Airlines Inc.","Killeen, TX: Robert Gray AAF","CANCELLED",1
"201","1500-1559","ExpressJet Airlines Inc.","Knoxville, TN: McGhee Tyson","CANCELLED",1
"202","1500-1559","Frontier Airlines Inc.","Knoxville, TN: McGhee Tyson","CANCELLED",2
"203","1500-1559","SkyWest Airlines Inc.","Knoxville, TN: McGhee Tyson","CANCELLED",1
"204","1500-1559","Hawaiian Airlines Inc.","Kona, HI: Kona International Airport at Keahole","CANCELLED",2
"205","1500-1559","SkyWest Airlines Inc.","La Crosse, WI: La Crosse Regional","CANCELLED",2
"206","1500-1559","ExpressJet Airlines Inc.","Lafayette, LA: Lafayette Regional Paul Fournet Field","CANCELLED",10
"207","1500-1559","ExpressJet Airlines Inc.","Lake Charles, LA: Lake Charles Regional","CANCELLED",1
"208","1500-1559","ExpressJet Airlines Inc.","Lansing, MI: Capital Region International","CANCELLED",1
"209","1500-1559","SkyWest Airlines Inc.","Lansing, MI: Capital Region International","CANCELLED",2
"210","1500-1559","SkyWest Airlines Inc.","Laramie, WY: Laramie Regional","CANCELLED",5
"211","1500-1559","Alaska Airlines Inc.","Las Vegas, NV: McCarran International","CANCELLED",1
"212","1500-1559","American Airlines Inc.","Las Vegas, NV: McCarran International","CANCELLED",1
"213","1500-1559","Delta Air Lines Inc.","Las Vegas, NV: McCarran International","CANCELLED",1
"214","1500-1559","JetBlue Airways","Las Vegas, NV: McCarran International","CANCELLED",3
"215","1500-1559","Southwest Airlines Co.","Las Vegas, NV: McCarran International","CANCELLED",27
"216","1500-1559","Spirit Air Lines","Las Vegas, NV: McCarran International","CANCELLED",1
"217","1500-1559","United Air Lines Inc.","Las Vegas, NV: McCarran International","CANCELLED",7
"218","1500-1559","Virgin America","Las Vegas, NV: McCarran International","CANCELLED",6
"219","1500-1559","ExpressJet Airlines Inc.","Lexington, KY: Blue Grass","CANCELLED",1
"220","1500-1559","SkyWest Airlines Inc.","Lexington, KY: Blue Grass","CANCELLED",1
"221","1500-1559","Alaska Airlines Inc.","Lihue, HI: Lihue Airport","CANCELLED",1
"222","1500-1559","American Airlines Inc.","Lihue, HI: Lihue Airport","CANCELLED",1
"223","1500-1559","Hawaiian Airlines Inc.","Lihue, HI: Lihue Airport","CANCELLED",3
"224","1500-1559","Delta Air Lines Inc.","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field","CANCELLED",1
"225","1500-1559","JetBlue Airways","Long Beach, CA: Long Beach Airport","CANCELLED",4
"226","1500-1559","Alaska Airlines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",2
"227","1500-1559","American Airlines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",7
"228","1500-1559","Delta Air Lines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",3
"229","1500-1559","Frontier Airlines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",1
"230","1500-1559","SkyWest Airlines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",6
"231","1500-1559","Southwest Airlines Co.","Los Angeles, CA: Los Angeles International","CANCELLED",52
"232","1500-1559","Spirit Air Lines","Los Angeles, CA: Los Angeles International","CANCELLED",12
"233","1500-1559","United Air Lines Inc.","Los Angeles, CA: Los Angeles International","CANCELLED",7
"234","1500-1559","Virgin America","Los Angeles, CA: Los Angeles International","CANCELLED",5
"235","1500-1559","SkyWest Airlines Inc.","Louisville, KY: Louisville International-Standiford Field","CANCELLED",1
"236","1500-1559","Southwest Airlines Co.","Louisville, KY: Louisville International-Standiford Field","CANCELLED",3
"237","1500-1559","ExpressJet Airlines Inc.","Lubbock, TX: Lubbock Preston Smith International","CANCELLED",1
"238","1500-1559","Delta Air Lines Inc.","Madison, WI: Dane County Regional-Truax Field","CANCELLED",2
"239","1500-1559","ExpressJet Airlines Inc.","Manchester, NH: Manchester-Boston Regional","CANCELLED",2
"240","1500-1559","Southwest Airlines Co.","Manchester, NH: Manchester-Boston Regional","CANCELLED",4
"241","1500-1559","SkyWest Airlines Inc.","Medford, OR: Rogue Valley International - Medford","CANCELLED",4
"242","1500-1559","ExpressJet Airlines Inc.","Memphis, TN: Memphis International","CANCELLED",4
"243","1500-1559","Southwest Airlines Co.","Memphis, TN: Memphis International","CANCELLED",1
"244","1500-1559","American Airlines Inc.","Miami, FL: Miami International","CANCELLED",24
"245","1500-1559","Delta Air Lines Inc.","Miami, FL: Miami International","CANCELLED",8
"246","1500-1559","United Air Lines Inc.","Miami, FL: Miami International","CANCELLED",3
"247","1500-1559","ExpressJet Airlines Inc.","Midland/Odessa, TX: Midland International Air and Space Port","CANCELLED",4
"248","1500-1559","Southwest Airlines Co.","Midland/Odessa, TX: Midland International Air and Space Port","CANCELLED",3
"249","1500-1559","American Airlines Inc.","Milwaukee, WI: General Mitchell International","CANCELLED",2
"250","1500-1559","Delta Air Lines Inc.","Milwaukee, WI: General Mitchell International","CANCELLED",1
"251","1500-1559","SkyWest Airlines Inc.","Milwaukee, WI: General Mitchell International","CANCELLED",7
"252","1500-1559","Southwest Airlines Co.","Milwaukee, WI: General Mitchell International","CANCELLED",1
"253","1500-1559","Alaska Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",1
"254","1500-1559","American Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",8
"255","1500-1559","Delta Air Lines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",20
"256","1500-1559","ExpressJet Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",10
"257","1500-1559","Frontier Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",1
"258","1500-1559","SkyWest Airlines Inc.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",32
"259","1500-1559","Southwest Airlines Co.","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",7
"260","1500-1559","Spirit Air Lines","Minneapolis, MN: Minneapolis-St Paul International","CANCELLED",3
"261","1500-1559","SkyWest Airlines Inc.","Missoula, MT: Missoula International","CANCELLED",1
"262","1500-1559","ExpressJet Airlines Inc.","Mobile, AL: Mobile Regional","CANCELLED",6
"263","1500-1559","SkyWest Airlines Inc.","Moline, IL: Quad City International","CANCELLED",2
"264","1500-1559","ExpressJet Airlines Inc.","Monroe, LA: Monroe Regional","CANCELLED",6
"265","1500-1559","SkyWest Airlines Inc.","Monterey, CA: Monterey Regional","CANCELLED",2
"266","1500-1559","ExpressJet Airlines Inc.","Montgomery, AL: Montgomery Regional","CANCELLED",3
"267","1500-1559","ExpressJet Airlines Inc.","Mosinee, WI: Central Wisconsin","CANCELLED",3
"268","1500-1559","SkyWest Airlines Inc.","Mosinee, WI: Central Wisconsin","CANCELLED",3
"269","1500-1559","ExpressJet Airlines Inc.","Myrtle Beach, SC: Myrtle Beach International","CANCELLED",1
"270","1500-1559","Spirit Air Lines","Myrtle Beach, SC: Myrtle Beach International","CANCELLED",7
"271","1500-1559","American Airlines Inc.","Nashville, TN: Nashville International","CANCELLED",6
"272","1500-1559","ExpressJet Airlines Inc.","Nashville, TN: Nashville International","CANCELLED",14
"273","1500-1559","SkyWest Airlines Inc.","Nashville, TN: Nashville International","CANCELLED",1
"274","1500-1559","Southwest Airlines Co.","Nashville, TN: Nashville International","CANCELLED",17
"275","1500-1559","United Air Lines Inc.","Nashville, TN: Nashville International","CANCELLED",2
