"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","1600-1659","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",11
"2","1600-1659","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"3","1600-1659","Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",1
"4","1600-1659","United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",1
"5","1600-1659","Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"6","1600-1659","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",6
"7","1600-1659","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",7
"8","1600-1659","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",1
"9","1600-1659","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",4
"10","1600-1659","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",8
"11","1600-1659","ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"12","1600-1659","SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"13","1600-1659","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",16
"14","1600-1659","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"15","1600-1659","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",69
"16","1600-1659","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",57
"17","1600-1659","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"18","1600-1659","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",13
"19","1600-1659","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"20","1600-1659","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"21","1600-1659","Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",9
"22","1600-1659","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",4
"23","1600-1659","American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"24","1600-1659","JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"25","1600-1659","SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"26","1600-1659","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"27","1600-1659","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
