"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1","1000-1059","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",3
"2","1000-1059","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"3","1000-1059","Spirit Air Lines","Akron, OH: Akron-Canton Regional","CANCELLED",1
"4","1000-1059","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",3
"5","1000-1059","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"6","1000-1059","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",3
"7","1000-1059","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",4
"8","1000-1059","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",1
"9","1000-1059","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",7
"10","1000-1059","ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",12
"11","1000-1059","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",9
"12","1000-1059","Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"13","1000-1059","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",2
"14","1000-1059","SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"15","1000-1059","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",7
"16","1000-1059","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",5
"17","1000-1059","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",60
"18","1000-1059","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",26
"19","1000-1059","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",2
"20","1000-1059","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
