"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1","0700-0759","JetBlue Airways","Aguadilla, PR: Rafael Hernandez",0,0
"2","0700-0759","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1620,6.5587044534413
"3","0700-0759","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",4186,8.28910891089109
"4","0700-0759","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",83,5.1875
"5","0700-0759","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",367,5.09722222222222
"6","0700-0759","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1239,17.4507042253521
"7","0700-0759","Delta Air Lines Inc.","Albany, NY: Albany International",2684,11.9288888888889
"8","0700-0759","ExpressJet Airlines Inc.","Albany, NY: Albany International",363,9.81081081081081
"9","0700-0759","SkyWest Airlines Inc.","Albany, NY: Albany International",0,0
"10","0700-0759","Southwest Airlines Co.","Albany, NY: Albany International",673,1.3300395256917
"11","0700-0759","United Air Lines Inc.","Albany, NY: Albany International",1083,4.10227272727273
"12","0700-0759","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2377,12.2525773195876
"13","0700-0759","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",691,2.97844827586207
"14","0700-0759","JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",1,1
"15","0700-0759","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1665,3.89018691588785
"16","0700-0759","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",2460,4.35398230088496
"17","0700-0759","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",820,16.734693877551
"18","0700-0759","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",2787,17.5283018867925
"19","0700-0759","Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",159,1.84883720930233
"20","0700-0759","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",4332,10.4891041162228
"21","0700-0759","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",1941,15.780487804878
"22","0700-0759","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",0,NA
"23","0700-0759","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",52,5.77777777777778
"24","0700-0759","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",9,0.818181818181818
"25","0700-0759","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",734,3.44600938967136
"26","0700-0759","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3341,3.6795154185022
"27","0700-0759","American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1511,10.2789115646259
"28","0700-0759","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1581,17.7640449438202
"29","0700-0759","JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",365,3.37962962962963
"30","0700-0759","United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3481,28.3008130081301
"31","0700-0759","Delta Air Lines Inc.","Appleton, WI: Appleton International",676,8.45
"32","0700-0759","SkyWest Airlines Inc.","Appleton, WI: Appleton International",153,9
"33","0700-0759","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",2430,7.81350482315113
"34","0700-0759","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",949,13.7536231884058
"35","0700-0759","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",309,12.875
"36","0700-0759","SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",1745,9.28191489361702
"37","0700-0759","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",1141,12.4021739130435
"38","0700-0759","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",2036,5.95321637426901
"39","0700-0759","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",470,4.6078431372549
"40","0700-0759","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",433,7.87272727272727
