"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1","2200-2259","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",85,28.3333333333333
"2","2200-2259","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",37,18.5
"3","2200-2259","JetBlue Airways","Albany, NY: Albany International",2517,19.9761904761905
"4","2200-2259","Southwest Airlines Co.","Albany, NY: Albany International",0,0
"5","2200-2259","United Air Lines Inc.","Albany, NY: Albany International",0,0
"6","2200-2259","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",353,50.4285714285714
"7","2200-2259","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"8","2200-2259","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"9","2200-2259","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",3969,25.2802547770701
"10","2200-2259","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"11","2200-2259","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",10,5
"12","2200-2259","American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",0,0
"13","2200-2259","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1774,7.21138211382114
"14","2200-2259","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1351,11.6465517241379
"15","2200-2259","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",13,6.5
"16","2200-2259","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",148,14.8
"17","2200-2259","Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",25,25
"18","2200-2259","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",1349,14.0520833333333
"19","2200-2259","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",182051,10.4476901004304
"20","2200-2259","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",62849,15.6535491905355
"21","2200-2259","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",805,11.8382352941176
"22","2200-2259","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",9598,21.6171171171171
"23","2200-2259","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",56453,17.402281134402
"24","2200-2259","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",10012,22.4484304932735
"25","2200-2259","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",4127,20.9492385786802
"26","2200-2259","Spirit Air Lines","Atlantic City, NJ: Atlantic City International",3689,25.2671232876712
"27","2200-2259","American Airlines Inc.","Austin, TX: Austin - Bergstrom International",2791,20.8283582089552
"28","2200-2259","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",442,9.20833333333333
"29","2200-2259","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",147,7.35
"30","2200-2259","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",13218,19.8766917293233
"31","2200-2259","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",0,0
"32","2200-2259","SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field",4,4
"33","2200-2259","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1443,22.2
"34","2200-2259","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1126,11.8526315789474
"35","2200-2259","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1392,20.4705882352941
"36","2200-2259","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",75791,15.1460831334932
"37","2200-2259","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6156,26.1957446808511
"38","2200-2259","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",0,0
"39","2200-2259","Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial",490,6.125
"40","2200-2259","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",1051,105.1
"41","2200-2259","Alaska Airlines Inc.","Bellingham, WA: Bellingham International",169,5.63333333333333
"42","2200-2259","Alaska Airlines Inc.","Bethel, AK: Bethel Airport",1759,4.98300283286119
"43","2200-2259","Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",0,0
"44","2200-2259","ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",1,0.25
"45","2200-2259","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International",3926,29.0814814814815
"46","2200-2259","American Airlines Inc.","Boise, ID: Boise Air Terminal",0,0
"47","2200-2259","SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal",45,45
"48","2200-2259","Alaska Airlines Inc.","Boston, MA: Logan International",4274,9.87066974595843
"49","2200-2259","American Airlines Inc.","Boston, MA: Logan International",11433,16.0126050420168
"50","2200-2259","Delta Air Lines Inc.","Boston, MA: Logan International",4661,14.4751552795031
"51","2200-2259","ExpressJet Airlines Inc.","Boston, MA: Logan International",793,26.4333333333333
"52","2200-2259","JetBlue Airways","Boston, MA: Logan International",68293,21.3615889896778
"53","2200-2259","Southwest Airlines Co.","Boston, MA: Logan International",9348,18.696
"54","2200-2259","Spirit Air Lines","Boston, MA: Logan International",13130,35.2956989247312
"55","2200-2259","United Air Lines Inc.","Boston, MA: Logan International",8255,15.6344696969697
"56","2200-2259","Virgin America","Boston, MA: Logan International",6966,21.3680981595092
"57","2200-2259","Frontier Airlines Inc.","Bozeman, MT: Bozeman Yellowstone International",2630,25.047619047619
"58","2200-2259","American Airlines Inc.","Buffalo, NY: Buffalo Niagara International",0,0
"59","2200-2259","ExpressJet Airlines Inc.","Buffalo, NY: Buffalo Niagara International",180,45
"60","2200-2259","JetBlue Airways","Buffalo, NY: Buffalo Niagara International",7173,25.3462897526502
"61","2200-2259","Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International",2609,19.9160305343511
"62","2200-2259","SkyWest Airlines Inc.","Burbank, CA: Bob Hope",4428,15.4285714285714
"63","2200-2259","Southwest Airlines Co.","Burbank, CA: Bob Hope",13943,12.3608156028369
"64","2200-2259","ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International",0,0
"65","2200-2259","JetBlue Airways","Charleston, SC: Charleston AFB/International",4878,29.9263803680982
"66","2200-2259","Southwest Airlines Co.","Charleston, SC: Charleston AFB/International",119,8.5
"67","2200-2259","American Airlines Inc.","Charlotte, NC: Charlotte Douglas International",65590,16.8568491390388
"68","2200-2259","Frontier Airlines Inc.","Charlotte, NC: Charlotte Douglas International",4236,22.531914893617
"69","2200-2259","Southwest Airlines Co.","Charlotte, NC: Charlotte Douglas International",1656,33.12
"70","2200-2259","Delta Air Lines Inc.","Chicago, IL: Chicago Midway International",2608,15.1627906976744
"71","2200-2259","Southwest Airlines Co.","Chicago, IL: Chicago Midway International",85726,13.7845312751246
"72","2200-2259","Alaska Airlines Inc.","Chicago, IL: Chicago O'Hare International",5650,18.3441558441558
"73","2200-2259","American Airlines Inc.","Chicago, IL: Chicago O'Hare International",109161,23.4754838709677
"74","2200-2259","Delta Air Lines Inc.","Chicago, IL: Chicago O'Hare International",5965,21.0035211267606
"75","2200-2259","ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International",19952,14.8673621460507
"76","2200-2259","Frontier Airlines Inc.","Chicago, IL: Chicago O'Hare International",18925,31.4891846921797
"77","2200-2259","JetBlue Airways","Chicago, IL: Chicago O'Hare International",5904,25.5584415584416
"78","2200-2259","SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International",46941,15.1716224951519
"79","2200-2259","Spirit Air Lines","Chicago, IL: Chicago O'Hare International",18836,29.9459459459459
"80","2200-2259","United Air Lines Inc.","Chicago, IL: Chicago O'Hare International",109643,23.518447018447
"81","2200-2259","Virgin America","Chicago, IL: Chicago O'Hare International",1710,48.8571428571429
"82","2200-2259","Delta Air Lines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",2179,18.4661016949153
"83","2200-2259","ExpressJet Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",1617,20.2125
"84","2200-2259","Frontier Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",3418,15.3273542600897
"85","2200-2259","SkyWest Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",56,18.6666666666667
"86","2200-2259","American Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",95,31.6666666666667
"87","2200-2259","ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",5928,18.7594936708861
"88","2200-2259","Frontier Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",4079,21.9301075268817
"89","2200-2259","Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International",1006,12.4197530864198
"90","2200-2259","Spirit Air Lines","Cleveland, OH: Cleveland-Hopkins International",0,0
"91","2200-2259","United Air Lines Inc.","Cleveland, OH: Cleveland-Hopkins International",56,3.73333333333333
"92","2200-2259","American Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal",29,4.83333333333333
"93","2200-2259","Frontier Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal",870,14.7457627118644
"94","2200-2259","American Airlines Inc.","Columbus, OH: Port Columbus International",0,0
"95","2200-2259","Delta Air Lines Inc.","Columbus, OH: Port Columbus International",85,3.69565217391304
"96","2200-2259","ExpressJet Airlines Inc.","Columbus, OH: Port Columbus International",1546,18.8536585365854
"97","2200-2259","Frontier Airlines Inc.","Columbus, OH: Port Columbus International",2083,17.8034188034188
"98","2200-2259","SkyWest Airlines Inc.","Columbus, OH: Port Columbus International",0,0
"99","2200-2259","Southwest Airlines Co.","Columbus, OH: Port Columbus International",3098,13.8303571428571
"100","2200-2259","United Air Lines Inc.","Columbus, OH: Port Columbus International",0,0
"101","2200-2259","American Airlines Inc.","Corpus Christi, TX: Corpus Christi International",0,0
"102","2200-2259","ExpressJet Airlines Inc.","Corpus Christi, TX: Corpus Christi International",0,0
"103","2200-2259","SkyWest Airlines Inc.","Corpus Christi, TX: Corpus Christi International",0,0
"104","2200-2259","Southwest Airlines Co.","Dallas, TX: Dallas Love Field",69722,19.2389624724062
"105","2200-2259","Alaska Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",1048,8.384
"106","2200-2259","American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",165587,18.9958701388092
"107","2200-2259","Delta Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",2509,15.3926380368098
"108","2200-2259","ExpressJet Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",19443,13.0489932885906
"109","2200-2259","Frontier Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",442,20.0909090909091
"110","2200-2259","JetBlue Airways","Dallas/Fort Worth, TX: Dallas/Fort Worth International",3159,23.5746268656716
"111","2200-2259","SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",92,30.6666666666667
"112","2200-2259","Spirit Air Lines","Dallas/Fort Worth, TX: Dallas/Fort Worth International",553,30.7222222222222
"113","2200-2259","United Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",391,17
"114","2200-2259","American Airlines Inc.","Dayton, OH: James M Cox/Dayton International",139,46.3333333333333
"115","2200-2259","ExpressJet Airlines Inc.","Dayton, OH: James M Cox/Dayton International",0,0
"116","2200-2259","Alaska Airlines Inc.","Denver, CO: Denver International",242,7.5625
"117","2200-2259","American Airlines Inc.","Denver, CO: Denver International",9511,39.7949790794979
"118","2200-2259","Delta Air Lines Inc.","Denver, CO: Denver International",6247,17.1620879120879
"119","2200-2259","Frontier Airlines Inc.","Denver, CO: Denver International",32976,26.5721192586624
"120","2200-2259","SkyWest Airlines Inc.","Denver, CO: Denver International",48561,12.8911600743297
"121","2200-2259","Southwest Airlines Co.","Denver, CO: Denver International",83672,15.7812146359864
"122","2200-2259","United Air Lines Inc.","Denver, CO: Denver International",36844,12.7620367163145
"123","2200-2259","American Airlines Inc.","Des Moines, IA: Des Moines International",893,148.833333333333
"124","2200-2259","ExpressJet Airlines Inc.","Des Moines, IA: Des Moines International",0,0
"125","2200-2259","Frontier Airlines Inc.","Des Moines, IA: Des Moines International",389,38.9
"126","2200-2259","American Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",1234,15.8205128205128
"127","2200-2259","Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County",77282,13.8176291793313
"128","2200-2259","ExpressJet Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",27071,16.8038485412787
"129","2200-2259","Frontier Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",44,44
"130","2200-2259","SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",11304,11.605749486653
"131","2200-2259","Southwest Airlines Co.","Detroit, MI: Detroit Metro Wayne County",202,16.8333333333333
"132","2200-2259","Spirit Air Lines","Detroit, MI: Detroit Metro Wayne County",11236,28.4455696202532
"133","2200-2259","United Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County",88,29.3333333333333
"134","2200-2259","ExpressJet Airlines Inc.","Durango, CO: Durango La Plata County",0,NA
"135","2200-2259","SkyWest Airlines Inc.","Durango, CO: Durango La Plata County",52,26
"136","2200-2259","American Airlines Inc.","El Paso, TX: El Paso International",63,12.6
"137","2200-2259","Delta Air Lines Inc.","El Paso, TX: El Paso International",0,0
"138","2200-2259","ExpressJet Airlines Inc.","El Paso, TX: El Paso International",21,21
"139","2200-2259","Southwest Airlines Co.","El Paso, TX: El Paso International",1061,20.8039215686275
"140","2200-2259","Alaska Airlines Inc.","Fairbanks, AK: Fairbanks International",2386,6.59116022099448
"141","2200-2259","Delta Air Lines Inc.","Fayetteville, AR: Northwest Arkansas Regional",0,0
"142","2200-2259","ExpressJet Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional",15,7.5
"143","2200-2259","SkyWest Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional",0,0
"144","2200-2259","SkyWest Airlines Inc.","Flagstaff, AZ: Flagstaff Pulliam",915,13.4558823529412
"145","2200-2259","Alaska Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",3500,10.4790419161677
"146","2200-2259","American Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",8107,16.7154639175258
"147","2200-2259","Delta Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",14826,24.3848684210526
"148","2200-2259","Frontier Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",262,10.9166666666667
"149","2200-2259","JetBlue Airways","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",53273,28.2615384615385
"150","2200-2259","Southwest Airlines Co.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",22290,19.3826086956522
"151","2200-2259","Spirit Air Lines","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",36260,18.7584066218314
"152","2200-2259","United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1090,16.5151515151515
"153","2200-2259","Virgin America","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",702,23.4
"154","2200-2259","American Airlines Inc.","Fort Myers, FL: Southwest Florida International",108,5.4
"155","2200-2259","Delta Air Lines Inc.","Fort Myers, FL: Southwest Florida International",1405,56.2
"156","2200-2259","Frontier Airlines Inc.","Fort Myers, FL: Southwest Florida International",1210,22
"157","2200-2259","JetBlue Airways","Fort Myers, FL: Southwest Florida International",10200,25.8883248730964
"158","2200-2259","Southwest Airlines Co.","Fort Myers, FL: Southwest Florida International",7142,18.0810126582278
"159","2200-2259","Spirit Air Lines","Fort Myers, FL: Southwest Florida International",598,13
"160","2200-2259","United Air Lines Inc.","Fort Myers, FL: Southwest Florida International",1484,8.38418079096045
"161","2200-2259","SkyWest Airlines Inc.","Fort Wayne, IN: Fort Wayne International",0,0
"162","2200-2259","SkyWest Airlines Inc.","Fresno, CA: Fresno Yosemite International",89,22.25
"163","2200-2259","ExpressJet Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International",7352,29.0592885375494
"164","2200-2259","ExpressJet Airlines Inc.","Greensboro/High Point, NC: Piedmont Triad International",0,0
"165","2200-2259","ExpressJet Airlines Inc.","Greer, SC: Greenville-Spartanburg International",0,0
"166","2200-2259","SkyWest Airlines Inc.","Greer, SC: Greenville-Spartanburg International",0,0
"167","2200-2259","American Airlines Inc.","Hartford, CT: Bradley International",326,20.375
"168","2200-2259","Delta Air Lines Inc.","Hartford, CT: Bradley International",637,13.8478260869565
"169","2200-2259","ExpressJet Airlines Inc.","Hartford, CT: Bradley International",0,NA
"170","2200-2259","JetBlue Airways","Hartford, CT: Bradley International",3319,21.5519480519481
"171","2200-2259","Southwest Airlines Co.","Hartford, CT: Bradley International",1084,10.4230769230769
"172","2200-2259","SkyWest Airlines Inc.","Hibbing, MN: Range Regional",3642,12.7342657342657
"173","2200-2259","Alaska Airlines Inc.","Honolulu, HI: Honolulu International",3809,10.4642857142857
"174","2200-2259","American Airlines Inc.","Honolulu, HI: Honolulu International",1309,9.21830985915493
"175","2200-2259","Hawaiian Airlines Inc.","Honolulu, HI: Honolulu International",16968,7.46174142480211
"176","2200-2259","United Air Lines Inc.","Honolulu, HI: Honolulu International",492,20.5
"177","2200-2259","Virgin America","Honolulu, HI: Honolulu International",3028,12.6166666666667
"178","2200-2259","American Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",3799,17.2681818181818
"179","2200-2259","Delta Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston",2747,21.6299212598425
"180","2200-2259","ExpressJet Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",38404,9.96729820918765
"181","2200-2259","Frontier Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",1638,13.7647058823529
"182","2200-2259","SkyWest Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",16461,10.9886515353805
"183","2200-2259","Spirit Air Lines","Houston, TX: George Bush Intercontinental/Houston",12983,25.9141716566866
"184","2200-2259","United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston",76845,14.7636887608069
"185","2200-2259","JetBlue Airways","Houston, TX: William P Hobby",7044,31.7297297297297
"186","2200-2259","Southwest Airlines Co.","Houston, TX: William P Hobby",41130,14.6214006398862
"187","2200-2259","ExpressJet Airlines Inc.","Huntsville, AL: Huntsville International-Carl T Jones Field",5,1.25
"188","2200-2259","SkyWest Airlines Inc.","Idaho Falls, ID: Idaho Falls Regional",6,2
"189","2200-2259","American Airlines Inc.","Indianapolis, IN: Indianapolis International",490,12.25
"190","2200-2259","Delta Air Lines Inc.","Indianapolis, IN: Indianapolis International",173,13.3076923076923
"191","2200-2259","ExpressJet Airlines Inc.","Indianapolis, IN: Indianapolis International",2691,26.6435643564356
"192","2200-2259","Frontier Airlines Inc.","Indianapolis, IN: Indianapolis International",1218,23.8823529411765
"193","2200-2259","Southwest Airlines Co.","Indianapolis, IN: Indianapolis International",1836,20.6292134831461
"194","2200-2259","United Air Lines Inc.","Indianapolis, IN: Indianapolis International",0,0
"195","2200-2259","Southwest Airlines Co.","Islip, NY: Long Island MacArthur",2004,19.2692307692308
"196","2200-2259","ExpressJet Airlines Inc.","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",0,0
"197","2200-2259","American Airlines Inc.","Jacksonville, FL: Jacksonville International",0,0
"198","2200-2259","Delta Air Lines Inc.","Jacksonville, FL: Jacksonville International",75,5.76923076923077
"199","2200-2259","ExpressJet Airlines Inc.","Jacksonville, FL: Jacksonville International",0,0
"200","2200-2259","JetBlue Airways","Jacksonville, FL: Jacksonville International",1499,16.6555555555556
"201","2200-2259","Southwest Airlines Co.","Jacksonville, FL: Jacksonville International",166,5.92857142857143
"202","2200-2259","SkyWest Airlines Inc.","Jamestown, ND: Jamestown Regional",42,7
"203","2200-2259","Alaska Airlines Inc.","Juneau, AK: Juneau International",2250,6.88073394495413
"204","2200-2259","Alaska Airlines Inc.","Kahului, HI: Kahului Airport",4961,8.52405498281787
"205","2200-2259","American Airlines Inc.","Kahului, HI: Kahului Airport",809,26.0967741935484
"206","2200-2259","Hawaiian Airlines Inc.","Kahului, HI: Kahului Airport",3149,4.32554945054945
"207","2200-2259","United Air Lines Inc.","Kahului, HI: Kahului Airport",2571,8.77474402730375
"208","2200-2259","Virgin America","Kahului, HI: Kahului Airport",375,18.75
"209","2200-2259","American Airlines Inc.","Kansas City, MO: Kansas City International",491,14.8787878787879
"210","2200-2259","Delta Air Lines Inc.","Kansas City, MO: Kansas City International",772,12.4516129032258
"211","2200-2259","ExpressJet Airlines Inc.","Kansas City, MO: Kansas City International",1233,30.825
"212","2200-2259","Frontier Airlines Inc.","Kansas City, MO: Kansas City International",1149,18.5322580645161
"213","2200-2259","Southwest Airlines Co.","Kansas City, MO: Kansas City International",18150,18.6344969199179
"214","2200-2259","United Air Lines Inc.","Kansas City, MO: Kansas City International",0,0
"215","2200-2259","ExpressJet Airlines Inc.","Knoxville, TN: McGhee Tyson",242,34.5714285714286
"216","2200-2259","Alaska Airlines Inc.","Kona, HI: Kona International Airport at Keahole",1138,8.62121212121212
"217","2200-2259","American Airlines Inc.","Kona, HI: Kona International Airport at Keahole",1016,59.7647058823529
"218","2200-2259","Hawaiian Airlines Inc.","Kona, HI: Kona International Airport at Keahole",767,2.71985815602837
"219","2200-2259","United Air Lines Inc.","Kona, HI: Kona International Airport at Keahole",616,24.64
"220","2200-2259","Alaska Airlines Inc.","Kotzebue, AK: Ralph Wien Memorial",70,5.38461538461539
"221","2200-2259","ExpressJet Airlines Inc.","Lafayette, LA: Lafayette Regional Paul Fournet Field",0,0
"222","2200-2259","Alaska Airlines Inc.","Las Vegas, NV: McCarran International",4446,9.66521739130435
"223","2200-2259","American Airlines Inc.","Las Vegas, NV: McCarran International",19632,25.5625
