"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1","1800-1859","SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",37,7.4
"2","1800-1859","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",672,10.1818181818182
"3","1800-1859","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",865,24.7142857142857
"4","1800-1859","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",935,29.21875
"5","1800-1859","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",2030,13.0128205128205
"6","1800-1859","Spirit Air Lines","Akron, OH: Akron-Canton Regional",64,4.26666666666667
"7","1800-1859","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",4050,15.0557620817844
"8","1800-1859","American Airlines Inc.","Albany, NY: Albany International",0,0
"9","1800-1859","ExpressJet Airlines Inc.","Albany, NY: Albany International",808,9.61904761904762
"10","1800-1859","JetBlue Airways","Albany, NY: Albany International",3307,24.1386861313869
"11","1800-1859","SkyWest Airlines Inc.","Albany, NY: Albany International",148,21.1428571428571
"12","1800-1859","Southwest Airlines Co.","Albany, NY: Albany International",6977,11.3262987012987
"13","1800-1859","United Air Lines Inc.","Albany, NY: Albany International",2669,14.427027027027
"14","1800-1859","Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1738,4.76164383561644
"15","1800-1859","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",431,26.9375
"16","1800-1859","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",4087,8.375
"17","1800-1859","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",7707,21.6488764044944
"18","1800-1859","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",11554,18.9720853858785
"19","1800-1859","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"20","1800-1859","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",168,1.86666666666667
"21","1800-1859","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",5542,18.4119601328904
"22","1800-1859","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",170,14.1666666666667
"23","1800-1859","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",2053,36.0175438596491
"24","1800-1859","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",2187,8.61023622047244
"25","1800-1859","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",634,7.63855421686747
"26","1800-1859","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",4754,5.11733046286329
"27","1800-1859","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",0,0
"28","1800-1859","Delta Air Lines Inc.","Appleton, WI: Appleton International",0,0
"29","1800-1859","ExpressJet Airlines Inc.","Appleton, WI: Appleton International",1800,11.1801242236025
"30","1800-1859","SkyWest Airlines Inc.","Appleton, WI: Appleton International",5019,20.6543209876543
"31","1800-1859","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",103,5.15
"32","1800-1859","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",869,6.11971830985915
"33","1800-1859","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",1207,16.7638888888889
"34","1800-1859","SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",5158,22.6228070175439
"35","1800-1859","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",5028,23.9428571428571
"36","1800-1859","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",2973,7.3046683046683
"37","1800-1859","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",126437,10.8186018653204
"38","1800-1859","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",55700,19.6611366043064
"39","1800-1859","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",5859,17.7545454545455
"40","1800-1859","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",4664,31.3020134228188
"41","1800-1859","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",16843,11.4500339904827
"42","1800-1859","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",9260,21.9431279620853
"43","1800-1859","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",9301,18.7520161290323
"44","1800-1859","Spirit Air Lines","Atlantic City, NJ: Atlantic City International",10856,25.7251184834123
"45","1800-1859","Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",246,12.9473684210526
"46","1800-1859","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",2663,12.4439252336449
"47","1800-1859","American Airlines Inc.","Austin, TX: Austin - Bergstrom International",3641,23.1910828025478
"48","1800-1859","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",2894,12.8053097345133
"49","1800-1859","ExpressJet Airlines Inc.","Austin, TX: Austin - Bergstrom International",24,4
"50","1800-1859","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",712,7.26530612244898
"51","1800-1859","JetBlue Airways","Austin, TX: Austin - Bergstrom International",3150,31.5
"52","1800-1859","SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",4189,10.7963917525773
"53","1800-1859","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",17465,15.4968944099379
"54","1800-1859","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",5992,15.6041666666667
"55","1800-1859","Virgin America","Austin, TX: Austin - Bergstrom International",3683,16.5900900900901
"56","1800-1859","SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field",2431,27.314606741573
"57","1800-1859","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4381,13.1167664670659
"58","1800-1859","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9135,15.5621805792164
"59","1800-1859","ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",64,4.92307692307692
"60","1800-1859","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",52780,15.8975903614458
"61","1800-1859","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5426,26.5980392156863
"62","1800-1859","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5884,12.9318681318681
"63","1800-1859","Delta Air Lines Inc.","Bangor, ME: Bangor International",1,0.333333333333333
"64","1800-1859","ExpressJet Airlines Inc.","Bangor, ME: Bangor International",546,13.3170731707317
"65","1800-1859","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2353,9.76348547717842
"66","1800-1859","SkyWest Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",7,0.875
"67","1800-1859","Alaska Airlines Inc.","Bellingham, WA: Bellingham International",929,16.5892857142857
"68","1800-1859","SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional",0,0
