"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1","1100-1159","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",1903,8.0295358649789
"2","1100-1159","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",1000,12.5
"3","1100-1159","Delta Air Lines Inc.","Albany, NY: Albany International",48,12
"4","1100-1159","ExpressJet Airlines Inc.","Albany, NY: Albany International",702,12.3157894736842
"5","1100-1159","SkyWest Airlines Inc.","Albany, NY: Albany International",502,6.97222222222222
"6","1100-1159","Southwest Airlines Co.","Albany, NY: Albany International",874,3.40077821011673
"7","1100-1159","United Air Lines Inc.","Albany, NY: Albany International",790,12.34375
"8","1100-1159","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1405,9.18300653594771
"9","1100-1159","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",995,4.73809523809524
"10","1100-1159","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",460,14.375
"11","1100-1159","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1526,6.57758620689655
"12","1100-1159","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",5483,7.63649025069638
"13","1100-1159","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",2399,21.2300884955752
"14","1100-1159","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",1318,15.3255813953488
"15","1100-1159","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",22,1.1
"16","1100-1159","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",145,13.1818181818182
"17","1100-1159","SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",815,20.8974358974359
"18","1100-1159","ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",151,151
"19","1100-1159","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1210,7.15976331360947
"20","1100-1159","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2856,4.35365853658537
"21","1100-1159","Delta Air Lines Inc.","Appleton, WI: Appleton International",536,24.3636363636364
"22","1100-1159","ExpressJet Airlines Inc.","Appleton, WI: Appleton International",3562,10.7289156626506
"23","1100-1159","SkyWest Airlines Inc.","Appleton, WI: Appleton International",400,36.3636363636364
"24","1100-1159","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",2063,18.7545454545455
"25","1100-1159","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",402,3.55752212389381
