"","MONTH","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",7,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional","CANCELLED",1
"2",7,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",4
"3",7,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"4",7,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",19
"5",7,"American Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"6",7,"ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",4
"7",7,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",8
"8",7,"United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",4
"9",7,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",3
"10",7,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"11",7,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",21
"12",7,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",3
"13",7,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",5
"14",7,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"15",7,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",1
"16",7,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",4
"17",7,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",3
"18",7,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",14
"19",7,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",3
"20",7,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",6
"21",7,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",3
"22",7,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",4
"23",7,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",17
"24",7,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",40
"25",7,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",71
"26",7,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"27",7,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"28",7,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",82
"29",7,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",13
"30",7,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",12
"31",7,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",10
"32",7,"Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",3
"33",7,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",2
"34",7,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",18
"35",7,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"36",7,"JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"37",7,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"38",7,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",36
"39",7,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"40",7,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",1
"41",7,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"42",7,"Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"43",7,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"44",7,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",5
"45",7,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",239
"46",7,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",8
"47",7,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"48",7,"ExpressJet Airlines Inc.","Bangor, ME: Bangor International","CANCELLED",8
"49",7,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",9
"50",7,"Delta Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"51",7,"ExpressJet Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",4
"52",7,"SkyWest Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"53",7,"United Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"54",7,"Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",1
