"","MONTH","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",8,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",4
"2",8,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",6
"3",8,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",12
"4",8,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"5",8,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional","CANCELLED",2
"6",8,"American Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"7",8,"Delta Air Lines Inc.","Albany, NY: Albany International","CANCELLED",4
"8",8,"ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"9",8,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",1
"10",8,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",7
"11",8,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"12",8,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"13",8,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",8
"14",8,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",1
"15",8,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"16",8,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"17",8,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"18",8,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",2
"19",8,"Delta Air Lines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"20",8,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",6
"21",8,"SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"22",8,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",13
