"","MONTH","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",3,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",3
"2",3,"Alaska Airlines Inc.","Adak Island, AK: Adak","CANCELLED",2
"3",3,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"4",3,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",2
"5",3,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",2
"6",3,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"7",3,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"8",3,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"9",3,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",9
"10",3,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"11",3,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",3
"12",3,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",5
"13",3,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",1
"14",3,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"15",3,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",1
"16",3,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",24
"17",3,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"18",3,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",6
"19",3,"SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"20",3,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",5
"21",3,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",64
"22",3,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"23",3,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",8
"24",3,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",18
"25",3,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"26",3,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"27",3,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",16
"28",3,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"29",3,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"30",3,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",4
"31",3,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",5
"32",3,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"33",3,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"34",3,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",7
"35",3,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"36",3,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",4
"37",3,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"38",3,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"39",3,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",2
"40",3,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",22
"41",3,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"42",3,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",2
"43",3,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",5
"44",3,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",5
"45",3,"ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",2
"46",3,"SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional","CANCELLED",1
"47",3,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",7
"48",3,"Alaska Airlines Inc.","Bethel, AK: Bethel Airport","CANCELLED",9
"49",3,"SkyWest Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",2
"50",3,"United Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",2
"51",3,"SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field","CANCELLED",1
"52",3,"ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",4
"53",3,"SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",3
"54",3,"Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",2
"55",3,"SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",7
"56",3,"SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",13
"57",3,"Southwest Airlines Co.","Boise, ID: Boise Air Terminal","CANCELLED",1
"58",3,"United Air Lines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",2
"59",3,"American Airlines Inc.","Boston, MA: Logan International","CANCELLED",27
"60",3,"Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",1
"61",3,"ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",4
"62",3,"JetBlue Airways","Boston, MA: Logan International","CANCELLED",27
"63",3,"Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",14
