"","MONTH","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1",4,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",1011,16.85
"2",4,"Alaska Airlines Inc.","Adak Island, AK: Adak",4,0.5
"3",4,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",369,6.36206896551724
"4",4,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",215,11.3157894736842
"5",4,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",404,13.9310344827586
"6",4,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",873,7.59130434782609
"7",4,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",1705,9.16666666666667
"8",4,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",66,5.5
"9",4,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1575,11.7537313432836
"10",4,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",827,9.72941176470588
"11",4,"American Airlines Inc.","Albany, NY: Albany International",323,3.8
"12",4,"Delta Air Lines Inc.","Albany, NY: Albany International",980,11.1363636363636
"13",4,"ExpressJet Airlines Inc.","Albany, NY: Albany International",755,22.2058823529412
"14",4,"JetBlue Airways","Albany, NY: Albany International",367,6.11666666666667
"15",4,"SkyWest Airlines Inc.","Albany, NY: Albany International",502,10.04
"16",4,"Southwest Airlines Co.","Albany, NY: Albany International",2807,6.71531100478469
"17",4,"United Air Lines Inc.","Albany, NY: Albany International",308,5.7037037037037
"18",4,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",83,2.76666666666667
"19",4,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2784,19.7446808510638
"20",4,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",222,2.58139534883721
"21",4,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",256,12.1904761904762
"22",4,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",299,9.96666666666667
"23",4,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2418,11.1428571428571
"24",4,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",9254,9.79259259259259
"25",4,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1007,17.0677966101695
"26",4,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",1456,6.90047393364929
"27",4,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",97,3.23333333333333
"28",4,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",632,5.54385964912281
"29",4,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",36,1.5
"30",4,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",1498,29.3725490196078
"31",4,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",895,11.474358974359
"32",4,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",23,7.66666666666667
"33",4,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",863,6.20863309352518
"34",4,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2530,2.63816475495308
"35",4,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",124,4.13333333333333
"36",4,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",317,2.83035714285714
"37",4,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1077,18.2542372881356
"38",4,"Delta Air Lines Inc.","Appleton, WI: Appleton International",702,6.88235294117647
"39",4,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",307,1.74431818181818
"40",4,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",527,12.2558139534884
"41",4,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",2110,18.3478260869565
"42",4,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",419,8.55102040816327
"43",4,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",926,6.29931972789116
"44",4,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",541,7.21333333333333
"45",4,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",1643,8.01463414634146
"46",4,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",324,5.4
"47",4,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",8967,10.675
"48",4,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",124880,6.06773237452019
"49",4,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",39066,7.56799690042619
"50",4,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",2318,7.72666666666667
"51",4,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",6780,10.59375
"52",4,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",39056,11.0828603859251
"53",4,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",11317,18.7367549668874
"54",4,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",5105,12.481662591687
"55",4,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International",3383,10.8429487179487
"56",4,"Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",684,5.79661016949153
"57",4,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",814,6.84033613445378
"58",4,"United Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",13,13
"59",4,"Alaska Airlines Inc.","Austin, TX: Austin - Bergstrom International",403,6.83050847457627
"60",4,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International",7315,9.29479034307497
"61",4,"Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",7767,18.7156626506024
"62",4,"ExpressJet Airlines Inc.","Austin, TX: Austin - Bergstrom International",33,2.75
"63",4,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",594,6.90697674418605
"64",4,"JetBlue Airways","Austin, TX: Austin - Bergstrom International",3386,18.9162011173184
"65",4,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",1841,9.95135135135135
"66",4,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",17010,10.3404255319149
"67",4,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",4729,12.0330788804071
"68",4,"Virgin America","Austin, TX: Austin - Bergstrom International",598,10.8727272727273
"69",4,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field",1535,6.85267857142857
"70",4,"Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",313,5.69090909090909
"71",4,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3555,7.72826086956522
"72",4,"Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3733,6.0016077170418
"73",4,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",127,5.08
"74",4,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2894,13.2146118721461
"75",4,"SkyWest Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",0,0
"76",4,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",54188,9.25025606008877
"77",4,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6445,16.7838541666667
"78",4,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",992,4.63551401869159
"79",4,"ExpressJet Airlines Inc.","Bangor, ME: Bangor International",382,12.7333333333333
"80",4,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial",352,4.51282051282051
"81",4,"Delta Air Lines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",41,13.6666666666667
"82",4,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",6018,10.6702127659574
"83",4,"SkyWest Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",0,0
"84",4,"ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional",1596,27.0508474576271
"85",4,"Alaska Airlines Inc.","Bellingham, WA: Bellingham International",795,9.03409090909091
"86",4,"SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional",500,8.33333333333333
"87",4,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field",2073,11.9826589595376
"88",4,"Alaska Airlines Inc.","Bethel, AK: Bethel Airport",150,1.85185185185185
"89",4,"Delta Air Lines Inc.","Billings, MT: Billings Logan International",33,0.383720930232558
"90",4,"SkyWest Airlines Inc.","Billings, MT: Billings Logan International",733,7.25742574257426
"91",4,"United Air Lines Inc.","Billings, MT: Billings Logan International",134,2.31034482758621
"92",4,"SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field",1708,20.3333333333333
"93",4,"Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",447,1.62545454545455
"94",4,"ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",4148,12.7239263803681
"95",4,"SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",949,10.3152173913043
"96",4,"Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International",2311,6.83727810650888
"97",4,"Delta Air Lines Inc.","Bismarck/Mandan, ND: Bismarck Municipal",464,7.73333333333333
"98",4,"Frontier Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal",30,4.28571428571429
"99",4,"SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal",1611,8.80327868852459
"100",4,"ExpressJet Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional",240,2.7906976744186
"101",4,"SkyWest Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional",409,8.3469387755102
"102",4,"American Airlines Inc.","Boise, ID: Boise Air Terminal",987,16.45
"103",4,"Delta Air Lines Inc.","Boise, ID: Boise Air Terminal",502,6.04819277108434
"104",4,"SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal",5825,9.36495176848875
"105",4,"Southwest Airlines Co.","Boise, ID: Boise Air Terminal",2633,9.57454545454545
"106",4,"United Air Lines Inc.","Boise, ID: Boise Air Terminal",199,3.98
"107",4,"Alaska Airlines Inc.","Boston, MA: Logan International",640,4.70588235294118
"108",4,"American Airlines Inc.","Boston, MA: Logan International",18591,7.96529562982005
"109",4,"Delta Air Lines Inc.","Boston, MA: Logan International",18707,15.563227953411
"110",4,"ExpressJet Airlines Inc.","Boston, MA: Logan International",1643,9.38857142857143
"111",4,"JetBlue Airways","Boston, MA: Logan International",41878,11.9208653572445
"112",4,"SkyWest Airlines Inc.","Boston, MA: Logan International",14,7
"113",4,"Southwest Airlines Co.","Boston, MA: Logan International",11285,11.574358974359
"114",4,"Spirit Air Lines","Boston, MA: Logan International",3789,14.9762845849802
"115",4,"United Air Lines Inc.","Boston, MA: Logan International",10651,10.0386427898209
"116",4,"Virgin America","Boston, MA: Logan International",2069,15.1021897810219
"117",4,"Delta Air Lines Inc.","Bozeman, MT: Bozeman Yellowstone International",297,3.3
"118",4,"SkyWest Airlines Inc.","Bozeman, MT: Bozeman Yellowstone International",1100,11.340206185567
"119",4,"United Air Lines Inc.","Bozeman, MT: Bozeman Yellowstone International",266,4.43333333333333
"120",4,"SkyWest Airlines Inc.","Brainerd, MN: Brainerd Lakes Regional",36,0.705882352941177
"121",4,"Delta Air Lines Inc.","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA",256,8.25806451612903
"122",4,"ExpressJet Airlines Inc.","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA",1545,11.4444444444444
"123",4,"ExpressJet Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International",1429,9.72108843537415
"124",4,"SkyWest Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International",88,4.4
"125",4,"ExpressJet Airlines Inc.","Brunswick, GA: Brunswick Golden Isles",498,5.85882352941176
"126",4,"American Airlines Inc.","Buffalo, NY: Buffalo Niagara International",383,3.61320754716981
"127",4,"Delta Air Lines Inc.","Buffalo, NY: Buffalo Niagara International",1311,5.16141732283465
"128",4,"ExpressJet Airlines Inc.","Buffalo, NY: Buffalo Niagara International",1501,11.4580152671756
"129",4,"JetBlue Airways","Buffalo, NY: Buffalo Niagara International",4575,13.5355029585799
"130",4,"SkyWest Airlines Inc.","Buffalo, NY: Buffalo Niagara International",208,7.17241379310345
"131",4,"Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International",3998,6.6301824212272
"132",4,"United Air Lines Inc.","Buffalo, NY: Buffalo Niagara International",242,5.62790697674419
"133",4,"Alaska Airlines Inc.","Burbank, CA: Bob Hope",295,2.68181818181818
"134",4,"JetBlue Airways","Burbank, CA: Bob Hope",951,32.7931034482759
"135",4,"SkyWest Airlines Inc.","Burbank, CA: Bob Hope",4158,11.0585106382979
"136",4,"Southwest Airlines Co.","Burbank, CA: Bob Hope",10772,8.35038759689922
"137",4,"ExpressJet Airlines Inc.","Burlington, VT: Burlington International",1528,8.12765957446809
"138",4,"JetBlue Airways","Burlington, VT: Burlington International",826,9.28089887640449
"139",4,"United Air Lines Inc.","Burlington, VT: Burlington International",13,3.25
"140",4,"SkyWest Airlines Inc.","Butte, MT: Bert Mooney",196,3.56363636363636
"141",4,"SkyWest Airlines Inc.","Casper, WY: Casper/Natrona County International",850,7.45614035087719
"142",4,"SkyWest Airlines Inc.","Cedar City, UT: Cedar City Regional",55,1.07843137254902
"143",4,"ExpressJet Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa",1292,7.25842696629214
"144",4,"Frontier Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa",23,3.28571428571429
"145",4,"SkyWest Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa",1261,5.16803278688525
"146",4,"Alaska Airlines Inc.","Charleston, SC: Charleston AFB/International",68,4
"147",4,"American Airlines Inc.","Charleston, SC: Charleston AFB/International",304,5.15254237288136
"148",4,"Delta Air Lines Inc.","Charleston, SC: Charleston AFB/International",2218,5.99459459459459
"149",4,"ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International",3466,12.3345195729537
"150",4,"JetBlue Airways","Charleston, SC: Charleston AFB/International",2949,12.7662337662338
"151",4,"SkyWest Airlines Inc.","Charleston, SC: Charleston AFB/International",1005,12.1084337349398
"152",4,"Southwest Airlines Co.","Charleston, SC: Charleston AFB/International",2137,8.75819672131148
"153",4,"United Air Lines Inc.","Charleston, SC: Charleston AFB/International",485,9.32692307692308
"154",4,"Delta Air Lines Inc.","Charleston/Dunbar, WV: Yeager",439,14.6333333333333
"155",4,"ExpressJet Airlines Inc.","Charleston/Dunbar, WV: Yeager",1597,9.28488372093023
"156",4,"SkyWest Airlines Inc.","Charleston/Dunbar, WV: Yeager",119,9.15384615384615
"157",4,"Spirit Air Lines","Charleston/Dunbar, WV: Yeager",301,60.2
"158",4,"American Airlines Inc.","Charlotte Amalie, VI: Cyril E King",1917,8.83410138248848
"159",4,"Delta Air Lines Inc.","Charlotte Amalie, VI: Cyril E King",545,5.79787234042553
"160",4,"JetBlue Airways","Charlotte Amalie, VI: Cyril E King",1027,10.9255319148936
"161",4,"Spirit Air Lines","Charlotte Amalie, VI: Cyril E King",132,4.4
