"","MONTH","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",6,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"2",6,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",3
"3",6,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional","CANCELLED",1
"4",6,"American Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"5",6,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",3
"6",6,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"7",6,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"8",6,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",11
"9",6,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"10",6,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",12
"11",6,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",5
"12",6,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",3
"13",6,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"14",6,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",2
"15",6,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"16",6,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"17",6,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",2
"18",6,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",3
"19",6,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",3
"20",6,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"21",6,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",2
"22",6,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",10
"23",6,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"24",6,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",62
"25",6,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",7
"26",6,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",28
"27",6,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"28",6,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",5
"29",6,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",11
"30",6,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",5
"31",6,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",18
"32",6,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"33",6,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",14
"34",6,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"35",6,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",1
"36",6,"Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"37",6,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",5
"38",6,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"39",6,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"40",6,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",154
"41",6,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",9
"42",6,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"43",6,"ExpressJet Airlines Inc.","Bangor, ME: Bangor International","CANCELLED",2
"44",6,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",1
"45",6,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",21
"46",6,"ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",2
"47",6,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",1
"48",6,"Alaska Airlines Inc.","Bethel, AK: Bethel Airport","CANCELLED",2
"49",6,"SkyWest Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",2
"50",6,"United Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"51",6,"ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",10
"52",6,"SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",1
"53",6,"Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",4
"54",6,"SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",4
"55",6,"ExpressJet Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional","CANCELLED",1
"56",6,"American Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",1
"57",6,"SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",5
"58",6,"Southwest Airlines Co.","Boise, ID: Boise Air Terminal","CANCELLED",6
"59",6,"United Air Lines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",1
"60",6,"American Airlines Inc.","Boston, MA: Logan International","CANCELLED",25
"61",6,"Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",1
"62",6,"ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",2
"63",6,"JetBlue Airways","Boston, MA: Logan International","CANCELLED",23
"64",6,"Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",8
"65",6,"Spirit Air Lines","Boston, MA: Logan International","CANCELLED",11
"66",6,"United Air Lines Inc.","Boston, MA: Logan International","CANCELLED",10
"67",6,"Virgin America","Boston, MA: Logan International","CANCELLED",1
"68",6,"ExpressJet Airlines Inc.","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","CANCELLED",2
"69",6,"ExpressJet Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International","CANCELLED",6
"70",6,"ExpressJet Airlines Inc.","Brunswick, GA: Brunswick Golden Isles","CANCELLED",1
"71",6,"ExpressJet Airlines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",7
"72",6,"JetBlue Airways","Buffalo, NY: Buffalo Niagara International","CANCELLED",6
"73",6,"Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International","CANCELLED",4
"74",6,"Southwest Airlines Co.","Burbank, CA: Bob Hope","CANCELLED",27
"75",6,"ExpressJet Airlines Inc.","Burlington, VT: Burlington International","CANCELLED",13
"76",6,"JetBlue Airways","Burlington, VT: Burlington International","CANCELLED",1
"77",6,"SkyWest Airlines Inc.","Casper, WY: Casper/Natrona County International","CANCELLED",2
"78",6,"ExpressJet Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",2
"79",6,"SkyWest Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",4
"80",6,"ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",7
"81",6,"JetBlue Airways","Charleston, SC: Charleston AFB/International","CANCELLED",3
"82",6,"SkyWest Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"83",6,"Southwest Airlines Co.","Charleston, SC: Charleston AFB/International","CANCELLED",3
"84",6,"ExpressJet Airlines Inc.","Charleston/Dunbar, WV: Yeager","CANCELLED",6
"85",6,"American Airlines Inc.","Charlotte Amalie, VI: Cyril E King","CANCELLED",1
"86",6,"Spirit Air Lines","Charlotte Amalie, VI: Cyril E King","CANCELLED",1
"87",6,"United Air Lines Inc.","Charlotte Amalie, VI: Cyril E King","CANCELLED",1
"88",6,"American Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",31
"89",6,"ExpressJet Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",4
"90",6,"JetBlue Airways","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"91",6,"SkyWest Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",3
"92",6,"Southwest Airlines Co.","Charlotte, NC: Charlotte Douglas International","CANCELLED",3
