"","MONTH","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",10,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",3
"2",10,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez","CANCELLED",2
"3",10,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"4",10,"JetBlue Airways","Albany, NY: Albany International","CANCELLED",2
"5",10,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",2
"6",10,"United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",2
"7",10,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"8",10,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"9",10,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"10",10,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",2
"11",10,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",7
"12",10,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"13",10,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"14",10,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",13
"15",10,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",1
"16",10,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"17",10,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",150
"18",10,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",33
"19",10,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",7
"20",10,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"21",10,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",31
"22",10,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",15
"23",10,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",1
"24",10,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",10
"25",10,"Alaska Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"26",10,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"27",10,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"28",10,"JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"29",10,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",3
"30",10,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",7
"31",10,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"32",10,"Virgin America","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"33",10,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",7
"34",10,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"35",10,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",7
"36",10,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",60
"37",10,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",12
"38",10,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"39",10,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",3
"40",10,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",6
"41",10,"ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",1
"42",10,"Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",4
"43",10,"SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",4
"44",10,"American Airlines Inc.","Boston, MA: Logan International","CANCELLED",34
"45",10,"Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",2
"46",10,"ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",2
"47",10,"JetBlue Airways","Boston, MA: Logan International","CANCELLED",40
