"","MONTH","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",2,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",2
"2",2,"Alaska Airlines Inc.","Adak Island, AK: Adak","CANCELLED",1
"3",2,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",2
"4",2,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"5",2,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"6",2,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",12
"7",2,"American Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"8",2,"ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"9",2,"SkyWest Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"10",2,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",5
"11",2,"United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",1
"12",2,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"13",2,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"14",2,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",5
"15",2,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"16",2,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",5
"17",2,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",3
"18",2,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",18
"19",2,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",2
"20",2,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",5
"21",2,"SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",4
"22",2,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",3
"23",2,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",5
"24",2,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",4
"25",2,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",3
"26",2,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",59
"27",2,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",5
"28",2,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",45
"29",2,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",40
"30",2,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",1
"31",2,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",11
"32",2,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",37
"33",2,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",20
"34",2,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"35",2,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",13
"36",2,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",1
"37",2,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",5
"38",2,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"39",2,"JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"40",2,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",9
"41",2,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"42",2,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",2
"43",2,"Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"44",2,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"45",2,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",6
"46",2,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",6
"47",2,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",142
"48",2,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",17
"49",2,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",5
"50",2,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",6
"51",2,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",4
"52",2,"ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",2
"53",2,"SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional","CANCELLED",1
"54",2,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",1
