"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1",3,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",1365,12.6388888888889
"2",3,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",143,5.5
"3",3,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",1440,8.57142857142857
"4",3,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",435,19.7727272727273
"5",3,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",819,16.0588235294118
"6",3,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",2442,11.7971014492754
"7",3,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",5916,20.3298969072165
"8",3,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",540,11.0204081632653
"9",3,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1475,6.92488262910798
"10",3,"Spirit Air Lines","Akron, OH: Akron-Canton Regional",12,0.571428571428571
"11",3,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",2673,17.0254777070064
"12",3,"American Airlines Inc.","Albany, NY: Albany International",1222,7.68553459119497
"13",3,"Delta Air Lines Inc.","Albany, NY: Albany International",625,2.94811320754717
"14",3,"ExpressJet Airlines Inc.","Albany, NY: Albany International",1271,15.3132530120482
"15",3,"JetBlue Airways","Albany, NY: Albany International",1329,12.5377358490566
"16",3,"SkyWest Airlines Inc.","Albany, NY: Albany International",1430,19.3243243243243
"17",3,"Southwest Airlines Co.","Albany, NY: Albany International",3582,5.61442006269592
"18",3,"United Air Lines Inc.","Albany, NY: Albany International",2171,18.3983050847458
"19",3,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",172,3.24528301886792
"20",3,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2497,9.83070866141732
"21",3,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1083,5.44221105527638
"22",3,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",314,7.13636363636364
"23",3,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",514,12.85
"24",3,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2321,6.99096385542169
"25",3,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",15838,8.93288212069938
"26",3,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1440,11.0769230769231
"27",3,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",4901,11.8668280871671
"28",3,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",45,0.849056603773585
"29",3,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",3632,14.9465020576132
"30",3,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",324,4.76470588235294
"31",3,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",2330,23.0693069306931
"32",3,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",210,12.3529411764706
"33",3,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",970,6.97841726618705
"34",3,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",72,1.75609756097561
"35",3,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1887,7.12075471698113
"36",3,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",9216,4.93097913322632
"37",3,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",505,8.01587301587302
"38",3,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3690,13.4181818181818
"39",3,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",111,2.13461538461538
"40",3,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2122,17.1129032258065
"41",3,"Delta Air Lines Inc.","Appleton, WI: Appleton International",804,7.80582524271845
"42",3,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",2208,10.4644549763033
"43",3,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",1930,9.41463414634146
"44",3,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",2399,12.0552763819095
"45",3,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",1050,9.1304347826087
"46",3,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",2492,9.29850746268657
"47",3,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",2282,21.5283018867925
"48",3,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",8349,15.4325323475046
"49",3,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",360,3.87096774193548
"50",3,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",19143,10.8213680045223
"51",3,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",215937,5.80366597683232
"52",3,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",88672,10.2274509803922
"53",3,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",6553,11.7437275985663
"54",3,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",13381,13.6540816326531
"55",3,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",58140,9.07728337236534
"56",3,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",13560,13.1906614785992
"57",3,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",11094,12.3129855715871
"58",3,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International",8426,15.988614800759
"59",3,"Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",1585,12.0075757575758
"60",3,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",3225,11.8131868131868
"61",3,"Alaska Airlines Inc.","Austin, TX: Austin - Bergstrom International",196,3.0625
"62",3,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International",15192,11.0809628008753
"63",3,"Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",4339,6.60426179604262
"64",3,"ExpressJet Airlines Inc.","Austin, TX: Austin - Bergstrom International",124,15.5
"65",3,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",1900,11.1764705882353
"66",3,"JetBlue Airways","Austin, TX: Austin - Bergstrom International",3954,12.552380952381
"67",3,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",3822,9.75
"68",3,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",22784,7.32369013179042
"69",3,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",5045,7.39736070381232
"70",3,"Virgin America","Austin, TX: Austin - Bergstrom International",861,8.12264150943396
"71",3,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field",2885,7.32233502538071
"72",3,"Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",543,5.12264150943396
"73",3,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",11536,13.2445464982778
"74",3,"Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",12114,11.0027247956403
"75",3,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",88,3.52
"76",3,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3041,6.95881006864989
"77",3,"SkyWest Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",274,13.047619047619
"78",3,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",86936,8.20228323426738
"79",3,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",13292,18.0352781546811
"80",3,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3349,7.68119266055046
"81",3,"Delta Air Lines Inc.","Bangor, ME: Bangor International",202,11.2222222222222
"82",3,"ExpressJet Airlines Inc.","Bangor, ME: Bangor International",615,9.609375
"83",3,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial",585,5.57142857142857
"84",3,"Delta Air Lines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",736,12.4745762711864
"85",3,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",13007,13.3679342240493
"86",3,"SkyWest Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",74,4.625
"87",3,"United Air Lines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",0,0
