"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1",3,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",1360,12.5925925925926
"2",3,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",117,4.5
"3",3,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",1463,8.70833333333333
"4",3,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",429,19.5
"5",3,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",978,19.1764705882353
"6",3,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",2617,12.6425120772947
"7",3,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",5391,18.5257731958763
"8",3,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",470,9.59183673469388
"9",3,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1694,7.91588785046729
"10",3,"Spirit Air Lines","Akron, OH: Akron-Canton Regional",80,3.80952380952381
"11",3,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",2640,16.8152866242038
"12",3,"American Airlines Inc.","Albany, NY: Albany International",929,5.84276729559748
"13",3,"Delta Air Lines Inc.","Albany, NY: Albany International",803,3.7877358490566
"14",3,"ExpressJet Airlines Inc.","Albany, NY: Albany International",1419,17.0963855421687
"15",3,"JetBlue Airways","Albany, NY: Albany International",1275,12.0283018867925
"16",3,"SkyWest Airlines Inc.","Albany, NY: Albany International",1307,17.6621621621622
"17",3,"Southwest Airlines Co.","Albany, NY: Albany International",3944,6.14330218068536
"18",3,"United Air Lines Inc.","Albany, NY: Albany International",1797,15.1008403361345
"19",3,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",148,2.79245283018868
"20",3,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2471,9.72834645669291
"21",3,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1135,5.7035175879397
"22",3,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",427,9.28260869565217
"23",3,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",554,13.85
"24",3,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2207,6.64759036144578
"25",3,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",16550,9.32394366197183
"26",3,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1520,11.6923076923077
"27",3,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",4747,11.4385542168675
"28",3,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",98,1.84905660377358
"29",3,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",3738,15.2571428571429
"30",3,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",321,4.72058823529412
"31",3,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",2827,27.1826923076923
