"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",2,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",1
"2",2,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",3
"3",2,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"4",2,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",3
"5",2,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",5
"6",2,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"7",2,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional","CANCELLED",3
"8",2,"Delta Air Lines Inc.","Albany, NY: Albany International","CANCELLED",3
"9",2,"ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"10",2,"SkyWest Airlines Inc.","Albany, NY: Albany International","CANCELLED",1
"11",2,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",6
"12",2,"United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",1
"13",2,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"14",2,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"15",2,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"16",2,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"17",2,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",12
"18",2,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"19",2,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",9
"20",2,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",3
"21",2,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",2
"22",2,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",3
"23",2,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",3
"24",2,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",18
"25",2,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",2
"26",2,"Delta Air Lines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"27",2,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",6
"28",2,"SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",3
"29",2,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",4
"30",2,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",3
"31",2,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",5
"32",2,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"33",2,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",19
"34",2,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",12
"35",2,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",261
"36",2,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",91
"37",2,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",4
"38",2,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",15
"39",2,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",42
"40",2,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",15
"41",2,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"42",2,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",9
"43",2,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",6
