"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",5,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",2
"2",5,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",5
"3",5,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez","CANCELLED",4
"4",5,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"5",5,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",9
"6",5,"American Airlines Inc.","Albany, NY: Albany International","CANCELLED",5
"7",5,"ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"8",5,"JetBlue Airways","Albany, NY: Albany International","CANCELLED",1
"9",5,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",3
"10",5,"United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",2
"11",5,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",4
"12",5,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"13",5,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",3
"14",5,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"15",5,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",9
"16",5,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",10
"17",5,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",4
"18",5,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",3
"19",5,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",4
"20",5,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",6
"21",5,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",9
"22",5,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"23",5,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"24",5,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",8
"25",5,"SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",5
"26",5,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",10
"27",5,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",3
"28",5,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",4
"29",5,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",3
"30",5,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",43
"31",5,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",16
"32",5,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",158
"33",5,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",106
"34",5,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"35",5,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"36",5,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",61
"37",5,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",21
"38",5,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"39",5,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",12
"40",5,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",4
"41",5,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",19
"42",5,"Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"43",5,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"44",5,"JetBlue Airways","Austin, TX: Austin - Bergstrom International","CANCELLED",4
"45",5,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"46",5,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",31
"47",5,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",6
"48",5,"Virgin America","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"49",5,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",7
"50",5,"Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",3
"51",5,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",17
"52",5,"Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",2
"53",5,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",1
"54",5,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",8
"55",5,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",139
"56",5,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",16
"57",5,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",7
"58",5,"ExpressJet Airlines Inc.","Bangor, ME: Bangor International","CANCELLED",3
"59",5,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",5
"60",5,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",18
"61",5,"ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",4
"62",5,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",8
"63",5,"Alaska Airlines Inc.","Bethel, AK: Bethel Airport","CANCELLED",1
"64",5,"SkyWest Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"65",5,"Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",1
"66",5,"ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",16
"67",5,"SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",2
"68",5,"Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",5
"69",5,"ExpressJet Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",2
"70",5,"SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",3
"71",5,"American Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",2
"72",5,"SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",6
"73",5,"Southwest Airlines Co.","Boise, ID: Boise Air Terminal","CANCELLED",2
"74",5,"Alaska Airlines Inc.","Boston, MA: Logan International","CANCELLED",1
"75",5,"American Airlines Inc.","Boston, MA: Logan International","CANCELLED",95
"76",5,"Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",18
"77",5,"ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",11
"78",5,"JetBlue Airways","Boston, MA: Logan International","CANCELLED",77
"79",5,"Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",11
"80",5,"Spirit Air Lines","Boston, MA: Logan International","CANCELLED",14
"81",5,"United Air Lines Inc.","Boston, MA: Logan International","CANCELLED",14
"82",5,"SkyWest Airlines Inc.","Bozeman, MT: Bozeman Yellowstone International","CANCELLED",1
"83",5,"SkyWest Airlines Inc.","Brainerd, MN: Brainerd Lakes Regional","CANCELLED",1
"84",5,"ExpressJet Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International","CANCELLED",3
