"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"23",3,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",6
"24",3,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"25",3,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",1
"26",3,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",4
"27",3,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",43
"28",3,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"29",3,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",78
"30",3,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",18
"31",3,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",3
"32",3,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",10
"33",3,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",46
"34",3,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",17
"35",3,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",10
"36",3,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",5
"37",3,"Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",1
"38",3,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",2
"39",3,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",9
"40",3,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"41",3,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",1
"42",3,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International","CANCELLED",16
"43",3,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",2
"44",3,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field","CANCELLED",4
"45",3,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",6
"46",3,"Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"47",3,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",2
"48",3,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",4
"49",3,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",69
"50",3,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",5
"51",3,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","CANCELLED",6
"52",3,"Delta Air Lines Inc.","Bangor, ME: Bangor International","CANCELLED",1
"53",3,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial","CANCELLED",1
"54",3,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field","CANCELLED",9
"55",3,"ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional","CANCELLED",1
"56",3,"SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field","CANCELLED",14
"57",3,"Alaska Airlines Inc.","Bethel, AK: Bethel Airport","CANCELLED",6
"58",3,"Delta Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",1
"59",3,"SkyWest Airlines Inc.","Billings, MT: Billings Logan International","CANCELLED",5
"60",3,"United Air Lines Inc.","Billings, MT: Billings Logan International","CANCELLED",2
"61",3,"SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field","CANCELLED",1
"62",3,"Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",3
"63",3,"ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",11
"64",3,"SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",3
"65",3,"Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International","CANCELLED",5
"66",3,"SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal","CANCELLED",8
"67",3,"ExpressJet Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional","CANCELLED",1
"68",3,"American Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",3
"69",3,"SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",9
"70",3,"Southwest Airlines Co.","Boise, ID: Boise Air Terminal","CANCELLED",4
"71",3,"United Air Lines Inc.","Boise, ID: Boise Air Terminal","CANCELLED",2
"72",3,"American Airlines Inc.","Boston, MA: Logan International","CANCELLED",70
"73",3,"Delta Air Lines Inc.","Boston, MA: Logan International","CANCELLED",2
"74",3,"ExpressJet Airlines Inc.","Boston, MA: Logan International","CANCELLED",2
"75",3,"JetBlue Airways","Boston, MA: Logan International","CANCELLED",35
"76",3,"Southwest Airlines Co.","Boston, MA: Logan International","CANCELLED",11
"77",3,"Spirit Air Lines","Boston, MA: Logan International","CANCELLED",5
"78",3,"United Air Lines Inc.","Boston, MA: Logan International","CANCELLED",11
"79",3,"Virgin America","Boston, MA: Logan International","CANCELLED",3
"80",3,"Delta Air Lines Inc.","Bozeman, MT: Bozeman Yellowstone International","CANCELLED",2
"81",3,"SkyWest Airlines Inc.","Bozeman, MT: Bozeman Yellowstone International","CANCELLED",1
"82",3,"United Air Lines Inc.","Bozeman, MT: Bozeman Yellowstone International","CANCELLED",3
"83",3,"SkyWest Airlines Inc.","Brainerd, MN: Brainerd Lakes Regional","CANCELLED",3
"84",3,"Delta Air Lines Inc.","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","CANCELLED",1
"85",3,"ExpressJet Airlines Inc.","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA","CANCELLED",3
"86",3,"ExpressJet Airlines Inc.","Brownsville, TX: Brownsville South Padre Island International","CANCELLED",1
"87",3,"Delta Air Lines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",1
"88",3,"ExpressJet Airlines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",12
"89",3,"JetBlue Airways","Buffalo, NY: Buffalo Niagara International","CANCELLED",10
"90",3,"SkyWest Airlines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",2
"91",3,"Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International","CANCELLED",14
"92",3,"United Air Lines Inc.","Buffalo, NY: Buffalo Niagara International","CANCELLED",1
"93",3,"SkyWest Airlines Inc.","Burbank, CA: Bob Hope","CANCELLED",12
"94",3,"Southwest Airlines Co.","Burbank, CA: Bob Hope","CANCELLED",67
"95",3,"Delta Air Lines Inc.","Burlington, VT: Burlington International","CANCELLED",1
"96",3,"ExpressJet Airlines Inc.","Burlington, VT: Burlington International","CANCELLED",20
"97",3,"JetBlue Airways","Burlington, VT: Burlington International","CANCELLED",1
"98",3,"SkyWest Airlines Inc.","Casper, WY: Casper/Natrona County International","CANCELLED",1
"99",3,"ExpressJet Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",5
"100",3,"SkyWest Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa","CANCELLED",14
"101",3,"Alaska Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"102",3,"American Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"103",3,"Delta Air Lines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",3
"104",3,"ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",17
"105",3,"JetBlue Airways","Charleston, SC: Charleston AFB/International","CANCELLED",6
"106",3,"SkyWest Airlines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"107",3,"Southwest Airlines Co.","Charleston, SC: Charleston AFB/International","CANCELLED",6
"108",3,"United Air Lines Inc.","Charleston, SC: Charleston AFB/International","CANCELLED",1
"109",3,"Delta Air Lines Inc.","Charleston/Dunbar, WV: Yeager","CANCELLED",1
"110",3,"ExpressJet Airlines Inc.","Charleston/Dunbar, WV: Yeager","CANCELLED",8
"111",3,"American Airlines Inc.","Charlotte Amalie, VI: Cyril E King","CANCELLED",1
"112",3,"Spirit Air Lines","Charlotte Amalie, VI: Cyril E King","CANCELLED",1
"113",3,"American Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",46
"114",3,"Delta Air Lines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",3
"115",3,"ExpressJet Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",3
"116",3,"Frontier Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"117",3,"JetBlue Airways","Charlotte, NC: Charlotte Douglas International","CANCELLED",3
"118",3,"SkyWest Airlines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",5
"119",3,"Southwest Airlines Co.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"120",3,"United Air Lines Inc.","Charlotte, NC: Charlotte Douglas International","CANCELLED",2
"121",3,"ExpressJet Airlines Inc.","Charlottesville, VA: Charlottesville Albemarle","CANCELLED",2
"122",3,"SkyWest Airlines Inc.","Charlottesville, VA: Charlottesville Albemarle","CANCELLED",5
"123",3,"ExpressJet Airlines Inc.","Chattanooga, TN: Lovell Field","CANCELLED",1
"124",3,"Delta Air Lines Inc.","Chicago, IL: Chicago Midway International","CANCELLED",6
"125",3,"ExpressJet Airlines Inc.","Chicago, IL: Chicago Midway International","CANCELLED",3
"126",3,"SkyWest Airlines Inc.","Chicago, IL: Chicago Midway International","CANCELLED",1
"127",3,"Southwest Airlines Co.","Chicago, IL: Chicago Midway International","CANCELLED",397
"128",3,"Alaska Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",1
"129",3,"American Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",133
"130",3,"Delta Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",5
"131",3,"ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",314
"132",3,"Frontier Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",6
"133",3,"JetBlue Airways","Chicago, IL: Chicago O'Hare International","CANCELLED",5
"134",3,"SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",219
"135",3,"Spirit Air Lines","Chicago, IL: Chicago O'Hare International","CANCELLED",51
"136",3,"United Air Lines Inc.","Chicago, IL: Chicago O'Hare International","CANCELLED",142
"137",3,"Virgin America","Chicago, IL: Chicago O'Hare International","CANCELLED",2
"138",3,"American Airlines Inc.","Christiansted, VI: Henry E. Rohlsen","CANCELLED",1
"139",3,"Delta Air Lines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",2
"140",3,"ExpressJet Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",16
"141",3,"Frontier Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",4
"142",3,"SkyWest Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International","CANCELLED",8
"143",3,"American Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",2
"144",3,"ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",30
"145",3,"Frontier Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",3
"146",3,"JetBlue Airways","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",2
"147",3,"SkyWest Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",4
"148",3,"Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",21
"149",3,"Spirit Air Lines","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",5
"150",3,"United Air Lines Inc.","Cleveland, OH: Cleveland-Hopkins International","CANCELLED",11
"151",3,"SkyWest Airlines Inc.","Cody, WY: Yellowstone Regional","CANCELLED",1
"152",3,"ExpressJet Airlines Inc.","College Station/Bryan, TX: Easterwood Field","CANCELLED",1
"153",3,"American Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",2
"154",3,"Delta Air Lines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",1
"155",3,"SkyWest Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal","CANCELLED",16
"156",3,"ExpressJet Airlines Inc.","Columbia, SC: Columbia Metropolitan","CANCELLED",2
"157",3,"ExpressJet Airlines Inc.","Columbus, MS: Golden Triangle Regional","CANCELLED",1
"158",3,"American Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",4
"159",3,"Delta Air Lines Inc.","Columbus, OH: Port Columbus International","CANCELLED",1
"160",3,"ExpressJet Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",5
"161",3,"Frontier Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",2
"162",3,"SkyWest Airlines Inc.","Columbus, OH: Port Columbus International","CANCELLED",2
"163",3,"Southwest Airlines Co.","Columbus, OH: Port Columbus International","CANCELLED",19
"164",3,"United Air Lines Inc.","Columbus, OH: Port Columbus International","CANCELLED",3
"165",3,"Alaska Airlines Inc.","Cordova, AK: Merle K Mudhole Smith","CANCELLED",2
"166",3,"ExpressJet Airlines Inc.","Corpus Christi, TX: Corpus Christi International","CANCELLED",4
"167",3,"SkyWest Airlines Inc.","Corpus Christi, TX: Corpus Christi International","CANCELLED",1
"168",3,"Southwest Airlines Co.","Dallas, TX: Dallas Love Field","CANCELLED",70
"169",3,"Virgin America","Dallas, TX: Dallas Love Field","CANCELLED",14
"170",3,"American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",91
"171",3,"Delta Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",2
"172",3,"ExpressJet Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",32
"173",3,"Frontier Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",2
"174",3,"SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",7
"175",3,"Spirit Air Lines","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",16
"176",3,"United Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International","CANCELLED",6
"177",3,"Delta Air Lines Inc.","Dayton, OH: James M Cox/Dayton International","CANCELLED",1
"178",3,"ExpressJet Airlines Inc.","Dayton, OH: James M Cox/Dayton International","CANCELLED",11
"179",3,"SkyWest Airlines Inc.","Dayton, OH: James M Cox/Dayton International","CANCELLED",6
"180",3,"Southwest Airlines Co.","Dayton, OH: James M Cox/Dayton International","CANCELLED",3
"181",3,"Delta Air Lines Inc.","Daytona Beach, FL: Daytona Beach International","CANCELLED",1
"182",3,"JetBlue Airways","Daytona Beach, FL: Daytona Beach International","CANCELLED",1
"183",3,"Alaska Airlines Inc.","Denver, CO: Denver International","CANCELLED",4
"184",3,"American Airlines Inc.","Denver, CO: Denver International","CANCELLED",36
"185",3,"Delta Air Lines Inc.","Denver, CO: Denver International","CANCELLED",24
"186",3,"Frontier Airlines Inc.","Denver, CO: Denver International","CANCELLED",60
"187",3,"JetBlue Airways","Denver, CO: Denver International","CANCELLED",4
"188",3,"SkyWest Airlines Inc.","Denver, CO: Denver International","CANCELLED",199
"189",3,"Southwest Airlines Co.","Denver, CO: Denver International","CANCELLED",204
"190",3,"Spirit Air Lines","Denver, CO: Denver International","CANCELLED",15
"191",3,"United Air Lines Inc.","Denver, CO: Denver International","CANCELLED",202
"192",3,"Virgin America","Denver, CO: Denver International","CANCELLED",4
"193",3,"American Airlines Inc.","Des Moines, IA: Des Moines International","CANCELLED",3
"194",3,"ExpressJet Airlines Inc.","Des Moines, IA: Des Moines International","CANCELLED",6
"195",3,"SkyWest Airlines Inc.","Des Moines, IA: Des Moines International","CANCELLED",3
"196",3,"Southwest Airlines Co.","Des Moines, IA: Des Moines International","CANCELLED",1
"197",3,"United Air Lines Inc.","Des Moines, IA: Des Moines International","CANCELLED",4
"198",3,"American Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",12
"199",3,"Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",21
"200",3,"ExpressJet Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",19
"201",3,"Frontier Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",2
"202",3,"JetBlue Airways","Detroit, MI: Detroit Metro Wayne County","CANCELLED",2
"203",3,"SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",31
"204",3,"Southwest Airlines Co.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",12
"205",3,"Spirit Air Lines","Detroit, MI: Detroit Metro Wayne County","CANCELLED",8
"206",3,"United Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County","CANCELLED",3
"207",3,"SkyWest Airlines Inc.","Devils Lake, ND: Devils Lake Regional","CANCELLED",6
"208",3,"Alaska Airlines Inc.","Dillingham, AK: Dillingham Airport","CANCELLED",2
"209",3,"Delta Air Lines Inc.","Duluth, MN: Duluth International","CANCELLED",1
"210",3,"SkyWest Airlines Inc.","Duluth, MN: Duluth International","CANCELLED",15
"211",3,"SkyWest Airlines Inc.","Durango, CO: Durango La Plata County","CANCELLED",3
"212",3,"American Airlines Inc.","Eagle, CO: Eagle County Regional","CANCELLED",2
"213",3,"SkyWest Airlines Inc.","Eagle, CO: Eagle County Regional","CANCELLED",2
"214",3,"SkyWest Airlines Inc.","Eau Claire, WI: Chippewa Valley Regional","CANCELLED",4
"215",3,"Delta Air Lines Inc.","El Paso, TX: El Paso International","CANCELLED",1
"216",3,"ExpressJet Airlines Inc.","El Paso, TX: El Paso International","CANCELLED",2
"217",3,"SkyWest Airlines Inc.","El Paso, TX: El Paso International","CANCELLED",1
"218",3,"Southwest Airlines Co.","El Paso, TX: El Paso International","CANCELLED",6
"219",3,"SkyWest Airlines Inc.","Elko, NV: Elko Regional","CANCELLED",1
"220",3,"ExpressJet Airlines Inc.","Elmira/Corning, NY: Elmira/Corning Regional","CANCELLED",3
"221",3,"ExpressJet Airlines Inc.","Erie, PA: Erie International/Tom Ridge Field","CANCELLED",4
"222",3,"SkyWest Airlines Inc.","Escanaba, MI: Delta County","CANCELLED",4
"223",3,"SkyWest Airlines Inc.","Eugene, OR: Mahlon Sweet Field","CANCELLED",15
"224",3,"United Air Lines Inc.","Eugene, OR: Mahlon Sweet Field","CANCELLED",2
"225",3,"ExpressJet Airlines Inc.","Evansville, IN: Evansville Regional","CANCELLED",9
"226",3,"Delta Air Lines Inc.","Fairbanks, AK: Fairbanks International","CANCELLED",1
"227",3,"ExpressJet Airlines Inc.","Fargo, ND: Hector International","CANCELLED",5
"228",3,"SkyWest Airlines Inc.","Fargo, ND: Hector International","CANCELLED",8
"229",3,"Delta Air Lines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",1
"230",3,"ExpressJet Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",10
"231",3,"SkyWest Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional","CANCELLED",6
"232",3,"SkyWest Airlines Inc.","Flagstaff, AZ: Flagstaff Pulliam","CANCELLED",4
"233",3,"Delta Air Lines Inc.","Flint, MI: Bishop International","CANCELLED",1
"234",3,"ExpressJet Airlines Inc.","Flint, MI: Bishop International","CANCELLED",6
"235",3,"SkyWest Airlines Inc.","Flint, MI: Bishop International","CANCELLED",3
"236",3,"Southwest Airlines Co.","Flint, MI: Bishop International","CANCELLED",9
"237",3,"American Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",5
"238",3,"Delta Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",5
"239",3,"JetBlue Airways","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",21
"240",3,"Southwest Airlines Co.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",11
"241",3,"Spirit Air Lines","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",11
"242",3,"United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","CANCELLED",7
"243",3,"American Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",4
"244",3,"Delta Air Lines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",3
"245",3,"Frontier Airlines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",3
"246",3,"JetBlue Airways","Fort Myers, FL: Southwest Florida International","CANCELLED",5
"247",3,"Southwest Airlines Co.","Fort Myers, FL: Southwest Florida International","CANCELLED",5
"248",3,"Spirit Air Lines","Fort Myers, FL: Southwest Florida International","CANCELLED",6
"249",3,"United Air Lines Inc.","Fort Myers, FL: Southwest Florida International","CANCELLED",1
"250",3,"ExpressJet Airlines Inc.","Fort Smith, AR: Fort Smith Regional","CANCELLED",1
"251",3,"SkyWest Airlines Inc.","Fort Wayne, IN: Fort Wayne International","CANCELLED",8
"252",3,"SkyWest Airlines Inc.","Fresno, CA: Fresno Yosemite International","CANCELLED",7
"253",3,"SkyWest Airlines Inc.","Gillette, WY: Gillette Campbell County","CANCELLED",2
"254",3,"SkyWest Airlines Inc.","Grand Forks, ND: Grand Forks International","CANCELLED",5
"255",3,"SkyWest Airlines Inc.","Grand Junction, CO: Grand Junction Regional","CANCELLED",2
"256",3,"Delta Air Lines Inc.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",2
"257",3,"ExpressJet Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",16
"258",3,"SkyWest Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",3
"259",3,"Southwest Airlines Co.","Grand Rapids, MI: Gerald R. Ford International","CANCELLED",8
"260",3,"SkyWest Airlines Inc.","Great Falls, MT: Great Falls International","CANCELLED",2
"261",3,"Delta Air Lines Inc.","Green Bay, WI: Green Bay Austin Straubel International","CANCELLED",1
"262",3,"ExpressJet Airlines Inc.","Green Bay, WI: Green Bay Austin Straubel International","CANCELLED",10
"263",3,"SkyWest Airlines Inc.","Green Bay, WI: Green Bay Austin Straubel International","CANCELLED",5
"264",3,"Delta Air Lines Inc.","Greensboro/High Point, NC: Piedmont Triad International","CANCELLED",2
"265",3,"ExpressJet Airlines Inc.","Greensboro/High Point, NC: Piedmont Triad International","CANCELLED",15
"266",3,"Delta Air Lines Inc.","Greer, SC: Greenville-Spartanburg International","CANCELLED",1
"267",3,"ExpressJet Airlines Inc.","Greer, SC: Greenville-Spartanburg International","CANCELLED",18
"268",3,"SkyWest Airlines Inc.","Greer, SC: Greenville-Spartanburg International","CANCELLED",1
"269",3,"Southwest Airlines Co.","Greer, SC: Greenville-Spartanburg International","CANCELLED",2
"270",3,"Delta Air Lines Inc.","Gulfport/Biloxi, MS: Gulfport-Biloxi International","CANCELLED",1
"271",3,"ExpressJet Airlines Inc.","Gulfport/Biloxi, MS: Gulfport-Biloxi International","CANCELLED",3
"272",3,"Alaska Airlines Inc.","Gustavus, AK: Gustavus Airport","CANCELLED",1
"273",3,"SkyWest Airlines Inc.","Hancock/Houghton, MI: Houghton County Memorial","CANCELLED",9
"274",3,"ExpressJet Airlines Inc.","Harlingen/San Benito, TX: Valley International","CANCELLED",1
"275",3,"Southwest Airlines Co.","Harlingen/San Benito, TX: Valley International","CANCELLED",1
"276",3,"American Airlines Inc.","Harrisburg, PA: Harrisburg International","CANCELLED",1
"277",3,"Delta Air Lines Inc.","Harrisburg, PA: Harrisburg International","CANCELLED",1
"278",3,"ExpressJet Airlines Inc.","Harrisburg, PA: Harrisburg International","CANCELLED",1
"279",3,"United Air Lines Inc.","Harrisburg, PA: Harrisburg International","CANCELLED",1
"280",3,"American Airlines Inc.","Hartford, CT: Bradley International","CANCELLED",3
"281",3,"ExpressJet Airlines Inc.","Hartford, CT: Bradley International","CANCELLED",1
"282",3,"JetBlue Airways","Hartford, CT: Bradley International","CANCELLED",4
"283",3,"SkyWest Airlines Inc.","Hartford, CT: Bradley International","CANCELLED",1
"284",3,"Southwest Airlines Co.","Hartford, CT: Bradley International","CANCELLED",10
"285",3,"SkyWest Airlines Inc.","Hayden, CO: Yampa Valley","CANCELLED",1
"286",3,"SkyWest Airlines Inc.","Hays, KS: Hays Regional","CANCELLED",4
"287",3,"SkyWest Airlines Inc.","Helena, MT: Helena Regional","CANCELLED",2
"288",3,"SkyWest Airlines Inc.","Hibbing, MN: Range Regional","CANCELLED",3
"289",3,"Hawaiian Airlines Inc.","Hilo, HI: Hilo International","CANCELLED",3
"290",3,"American Airlines Inc.","Honolulu, HI: Honolulu International","CANCELLED",2
"291",3,"Delta Air Lines Inc.","Honolulu, HI: Honolulu International","CANCELLED",1
"292",3,"Hawaiian Airlines Inc.","Honolulu, HI: Honolulu International","CANCELLED",6
