"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","FLIGHT_STATE","NFLIGHTS"
"1",1,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional","CANCELLED",1
"2",1,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional","CANCELLED",2
"3",1,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez","CANCELLED",2
"4",1,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"5",1,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez","CANCELLED",1
"6",1,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",1
"7",1,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional","CANCELLED",5
"8",1,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional","CANCELLED",1
"9",1,"American Airlines Inc.","Albany, NY: Albany International","CANCELLED",4
"10",1,"Delta Air Lines Inc.","Albany, NY: Albany International","CANCELLED",1
"11",1,"ExpressJet Airlines Inc.","Albany, NY: Albany International","CANCELLED",2
"12",1,"Southwest Airlines Co.","Albany, NY: Albany International","CANCELLED",6
"13",1,"United Air Lines Inc.","Albany, NY: Albany International","CANCELLED",1
"14",1,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"15",1,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",1
"16",1,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",2
"17",1,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport","CANCELLED",10
"18",1,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International","CANCELLED",10
"19",1,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",2
"20",1,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International","CANCELLED",2
"21",1,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional","CANCELLED",2
"22",1,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",5
"23",1,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",1
"24",1,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International","CANCELLED",2
"25",1,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",16
"26",1,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",3
"27",1,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",1
"28",1,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International","CANCELLED",2
"29",1,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",1
"30",1,"SkyWest Airlines Inc.","Appleton, WI: Appleton International","CANCELLED",2
"31",1,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata","CANCELLED",12
"32",1,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional","CANCELLED",2
"33",1,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",5
"34",1,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional","CANCELLED",2
"35",1,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field","CANCELLED",30
"36",1,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",13
"37",1,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",312
"38",1,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",100
"39",1,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",5
"40",1,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",9
"41",1,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",25
"42",1,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",14
"43",1,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International","CANCELLED",12
"44",1,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International","CANCELLED",5
"45",1,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field","CANCELLED",2
"46",1,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International","CANCELLED",23
